gene_symbol	ensembl
CRIP1P4	ENSG00000182351
PIWIL3	ENSG00000184571
SGSM1	ENSG00000167037
AL049759.1	ENSG00000199783
TMEM211	ENSG00000206069
KIAA1671	ENSG00000197077
AL022323.2	ENSG00000279085
AL022323.4	ENSG00000279548
AL022323.1	ENSG00000279006
AL022323.3	ENSG00000279110
KIAA1671-AS1	ENSG00000203280
Z99916.2	ENSG00000271181
CRYBB3	ENSG00000100053
Z99916.1	ENSG00000236641
CRYBB2	ENSG00000244752
Z99916.3	ENSG00000279298
AL022332.1	ENSG00000233577
AL022324.4	ENSG00000285968
AL022332.2	ENSG00000285690
IGLL3P	ENSG00000206066
AL022324.1	ENSG00000230637
AL022324.2	ENSG00000231466
LRP5L	ENSG00000100068
AL022324.3	ENSG00000272942
AL008721.1	ENSG00000272798
IGLVIVOR22-1	ENSG00000271138
CRYBB2P1	ENSG00000100058
MIR6817	ENSG00000277872
AL008721.2	ENSG00000272977
AL022329.1	ENSG00000234884
GRK3	ENSG00000100077
AL022329.2	ENSG00000237387
YES1P1	ENSG00000224003
RNA5SP494	ENSG00000222585
MYO18B	ENSG00000133454
AL022329.3	ENSG00000278960
MYO18B-AS1	ENSG00000231933
Z98949.2	ENSG00000232464
RN7SKP169	ENSG00000223056
Z98949.1	ENSG00000232050
LINC02559	ENSG00000236464
AL022337.1	ENSG00000229770
SEZ6L	ENSG00000100095
SEZ6L-AS1	ENSG00000224192
RNA5SP495	ENSG00000252267
Z99714.1	ENSG00000230203
ASPHD2	ENSG00000128203
HPS4	ENSG00000100099
SRRD	ENSG00000100104
TFIP11	ENSG00000100109
Z95115.1	ENSG00000261188
TPST2	ENSG00000128294
MIR548J	ENSG00000221760
HMGB1P10	ENSG00000213707
Z95115.2	ENSG00000286326
CRYBB1	ENSG00000100122
CRYBA4	ENSG00000196431
ISCA2P1	ENSG00000226912
MIAT	ENSG00000225783
Z99774.5	ENSG00000278404
Z99774.1	ENSG00000206028
Z99774.4	ENSG00000277941
Z99774.2	ENSG00000275942
MIATNB	ENSG00000244625
Z99774.3	ENSG00000276991
LINC01422	ENSG00000223704
Z97353.1	ENSG00000231369
Z97353.2	ENSG00000235271
AL008638.3	ENSG00000279440
RNU6-1066P	ENSG00000200443
AL008638.5	ENSG00000279914
AL008638.4	ENSG00000279848
AL008638.2	ENSG00000236858
AL008638.6	ENSG00000280025
AL008638.1	ENSG00000231405
AL021153.1	ENSG00000238195
LINC01638	ENSG00000233521
AL020994.3	ENSG00000233574
AL020994.1	ENSG00000223726
LINC02554	ENSG00000226741
AL020994.2	ENSG00000230051
AL049536.1	ENSG00000280445
AL050402.2	ENSG00000287034
AL050402.1	ENSG00000227880
AL133456.1	ENSG00000224027
AL121885.2	ENSG00000227838
AL121885.3	ENSG00000231495
AL121885.1	ENSG00000226169
MN1	ENSG00000169184
PITPNB	ENSG00000180957
TTC28-AS1	ENSG00000235954
AL031591.2	ENSG00000277460
MIR3199-1	ENSG00000264073
MIR3199-2	ENSG00000283225
AL031591.1	ENSG00000276150
TTC28	ENSG00000100154
AL033538.1	ENSG00000274342
AL033538.2	ENSG00000276675
RN7SL757P	ENSG00000239249
SNORD42	ENSG00000201209
Y_RNA	ENSG00000199797
MIR5739	ENSG00000276162
RN7SL162P	ENSG00000266503
CHEK2	ENSG00000183765
HSCB	ENSG00000100209
CCDC117	ENSG00000159873
XBP1	ENSG00000100219
Z93930.2	ENSG00000226471
Z93930.3	ENSG00000272858
Z93930.1	ENSG00000224256
ZNRF3	ENSG00000183579
ZNRF3-IT1	ENSG00000235786
ZNRF3-AS1	ENSG00000177993
C22orf31	ENSG00000100249
KREMEN1	ENSG00000183762
AL021393.1	ENSG00000226772
RNU6-810P	ENSG00000200871
RNU6-1219P	ENSG00000251952
EMID1	ENSG00000186998
RHBDD3	ENSG00000100263
AL031186.1	ENSG00000237015
EWSR1	ENSG00000182944
GAS2L1	ENSG00000185340
RASL10A	ENSG00000100276
AC002059.1	ENSG00000273216
AP1B1	ENSG00000100280
AC002059.2	ENSG00000280968
SNORD125	ENSG00000239127
AC002059.3	ENSG00000285697
AC000041.1	ENSG00000242156
RFPL4AP6	ENSG00000278292
RFPL1S	ENSG00000225465
RFPL1	ENSG00000128250
NEFH	ENSG00000100285
AC000035.1	ENSG00000282816
THOC5	ENSG00000100296
AC005529.1	ENSG00000234208
NIPSNAP1	ENSG00000184117
NF2	ENSG00000186575
RPEP4	ENSG00000233010
AC004882.1	ENSG00000232396
AC004882.2	ENSG00000239446
CABP7	ENSG00000100314
ZMAT5	ENSG00000100319
Y_RNA	ENSG00000200976
AC004882.3	ENSG00000287967
UQCR10	ENSG00000184076
ASCC2	ENSG00000100325
MTMR3	ENSG00000100330
RNU6-331P	ENSG00000207455
AC003681.1	ENSG00000279159
MIR6818	ENSG00000275818
HORMAD2-AS1	ENSG00000227117
CNN2P1	ENSG00000227201
HORMAD2	ENSG00000176635
AC003071.1	ENSG00000226573
RPS3AP51	ENSG00000225971
AC002378.1	ENSG00000225676
LIF-AS1	ENSG00000232530
LIF	ENSG00000128342
AC004264.1	ENSG00000268812
OSM	ENSG00000099985
AC004264.2	ENSG00000279699
CASTOR1	ENSG00000239282
AC004997.1	ENSG00000248751
TBC1D10A	ENSG00000099992
SF3A1	ENSG00000099995
CCDC157	ENSG00000187860
RNF215	ENSG00000099999
SEC14L2	ENSG00000100003
AC004832.3	ENSG00000249590
AC004832.5	ENSG00000273350
RNU6-564P	ENSG00000222915
AC004832.4	ENSG00000272689
MTFP1	ENSG00000242114
AC004832.6	ENSG00000273428
AC004832.2	ENSG00000230137
SEC14L3	ENSG00000100012
AC004832.1	ENSG00000181123
SDC4P	ENSG00000214161
SEC14L4	ENSG00000133488
SEC14L6	ENSG00000214491
SIRPAP1	ENSG00000225774
GAL3ST1	ENSG00000128242
PES1	ENSG00000100029
AC005006.1	ENSG00000223831
TCN2	ENSG00000185339
SLC35E4	ENSG00000100036
DUSP18	ENSG00000167065
AC003072.1	ENSG00000250318
AC003072.2	ENSG00000288153
OSBP2	ENSG00000184792
MIR3200	ENSG00000264661
EIF4HP2	ENSG00000237977
MORC2-AS1	ENSG00000235989
MORC2	ENSG00000133422
TUG1	ENSG00000253352
AC004542.5	ENSG00000276664
AC004542.4	ENSG00000276057
AC004542.6	ENSG00000276965
AC004542.3	ENSG00000275307
AC004542.2	ENSG00000269987
AC004542.1	ENSG00000269972
AC005005.4	ENSG00000278920
RN7SL633P	ENSG00000240186
SMTN	ENSG00000183963
AC005005.3	ENSG00000273387
SELENOM	ENSG00000198832
AC005005.2	ENSG00000235573
INPP5J	ENSG00000185133
PLA2G3	ENSG00000100078
AC005005.1	ENSG00000214125
MIR3928	ENSG00000264141
RNF185	ENSG00000138942
RNF185-AS1	ENSG00000254835
LIMK2	ENSG00000182541
RNU6-1128P	ENSG00000199695
Y_RNA	ENSG00000202019
PIK3IP1	ENSG00000100100
PIK3IP1-DT	ENSG00000228839
RNA5SP496	ENSG00000212542
PATZ1	ENSG00000100105
LINC01521	ENSG00000213888
RNU6-338P	ENSG00000206615
DRG1	ENSG00000185721
EIF4ENIF1	ENSG00000184708
AL096701.3	ENSG00000240591
RNU6-28P	ENSG00000199248
SFI1	ENSG00000198089
AL096701.4	ENSG00000287817
H2AZP6	ENSG00000233733
AL096701.2	ENSG00000229169
AL096701.1	ENSG00000214093
PISD	ENSG00000241878
MIR7109	ENSG00000284082
PRR14L	ENSG00000183530
DEPDC5	ENSG00000100150
Z82190.2	ENSG00000285404
RN7SL20P	ENSG00000242251
AL022331.1	ENSG00000236132
RNU6-201P	ENSG00000252909
Z82190.1	ENSG00000227813
C22orf24	ENSG00000128254
YWHAH	ENSG00000128245
AL008719.1	ENSG00000227519
LINC02558	ENSG00000230866
RN7SL305P	ENSG00000240647
Z74021.1	ENSG00000232346
SLC5A1	ENSG00000100170
AP1B1P1	ENSG00000234479
Z83839.1	ENSG00000237439
AP1B1P2	ENSG00000232707
Z83839.2	ENSG00000239674
C22orf42	ENSG00000205856
AL008723.1	ENSG00000230120
AL008723.3	ENSG00000275656
RFPL2	ENSG00000128253
IGLCOR22-1	ENSG00000254127
SLC5A4-AS1	ENSG00000242082
SLC5A4	ENSG00000100191
CPSF1P1	ENSG00000214076
AL008723.2	ENSG00000273325
AL021937.3	ENSG00000234626
RFPL3	ENSG00000128276
IGLCOR22-2	ENSG00000271093
RFPL3S	ENSG00000205853
AL021937.6	ENSG00000274617
AL021937.5	ENSG00000274170
AL021937.1	ENSG00000230736
IGLVIVOR22-2	ENSG00000243519
AL021937.4	ENSG00000241954
AL021937.2	ENSG00000232218
RTCB	ENSG00000100220
BPIFC	ENSG00000184459
FBXO7	ENSG00000100225
SYN3	ENSG00000185666
SYN3-AS1	ENSG00000236054
RNA5SP497	ENSG00000251890
Z73495.1	ENSG00000229673
TIMP3	ENSG00000100234
Z83846.1	ENSG00000228194
LINC01640	ENSG00000231253
Z82198.1	ENSG00000228622
Z82198.3	ENSG00000233632
LARGE1	ENSG00000133424
Z82198.2	ENSG00000232073
Z82173.1	ENSG00000230741
MIR4764	ENSG00000266012
SNORA50B	ENSG00000253007
Z69713.1	ENSG00000281295
LARGE-IT1	ENSG00000232081
LARGE-AS1	ENSG00000224973
Z73429.1	ENSG00000273082
LINC01643	ENSG00000236052
Z68323.1	ENSG00000224404
AL021877.1	ENSG00000235485
AL021877.2	ENSG00000280356
Z82196.1	ENSG00000234891
Z82196.2	ENSG00000237316
LINC02885	ENSG00000286592
ISX	ENSG00000175329
LINC01399	ENSG00000233080
Z99755.2	ENSG00000273068
Z99755.1	ENSG00000238153
RNU7-167P	ENSG00000238584
HMGXB4	ENSG00000100281
AL008635.1	ENSG00000273176
TOM1	ENSG00000100284
MIR3909	ENSG00000266320
MIR6069	ENSG00000274280
Z82244.2	ENSG00000282602
Z82244.1	ENSG00000282041
HMOX1	ENSG00000100292
MCM5	ENSG00000100297
AL022334.1	ENSG00000233388
AL022334.2	ENSG00000273044
RASD2	ENSG00000100302
MB	ENSG00000198125
AL049747.1	ENSG00000268818
APOL6	ENSG00000221963
AL049748.1	ENSG00000228587
MRPS16P3	ENSG00000226336
APOL5	ENSG00000128313
RBFOX2	ENSG00000100320
NDUFA9P1	ENSG00000237406
Z82217.1	ENSG00000279652
Z95114.4	ENSG00000279927
Z95114.1	ENSG00000279217
Z95114.2	ENSG00000279714
Z95114.3	ENSG00000279805
APOL3	ENSG00000128284
MTCO1P20	ENSG00000233764
MTCO2P20	ENSG00000231576
MTATP6P20	ENSG00000237948
MTCO3P20	ENSG00000225557
MTCYBP34	ENSG00000237129
MTND1P10	ENSG00000229088
APOL4	ENSG00000100336
APOL2	ENSG00000128335
APOL1	ENSG00000100342
MYH9	ENSG00000100345
MIR6819	ENSG00000278420
Z82215.1	ENSG00000287269
FO393418.1	ENSG00000223695
RPS15AP38	ENSG00000237668
Y_RNA	ENSG00000252225
AL022313.2	ENSG00000228719
TXN2	ENSG00000100348
FOXRED2	ENSG00000100350
EIF3D	ENSG00000100353
AL022313.1	ENSG00000188078
AL022313.3	ENSG00000229971
CACNG2	ENSG00000166862
AL022313.4	ENSG00000261675
AL049749.1	ENSG00000234688
Z80897.2	ENSG00000287773
IFT27	ENSG00000100360
Z80897.1	ENSG00000286485
PVALB	ENSG00000100362
Z82185.1	ENSG00000234979
NCF4-AS1	ENSG00000183822
NCF4	ENSG00000100365
CSF2RB	ENSG00000100368
CSF2RBP1	ENSG00000232254
LL22NC01-81G9.3	ENSG00000215403
TEX33	ENSG00000185264
TST	ENSG00000128311
Y_RNA	ENSG00000252412
MPST	ENSG00000128309
Z73420.1	ENSG00000287236
KCTD17	ENSG00000100379
RN7SKP214	ENSG00000201078
TMPRSS6	ENSG00000187045
AL022314.1	ENSG00000231467
IL2RB	ENSG00000100385
Z82188.2	ENSG00000235237
C1QTNF6	ENSG00000133466
SSTR3	ENSG00000278195
Z82188.1	ENSG00000226233
RAC2	ENSG00000128340
CYTH4	ENSG00000100055
ELFN2	ENSG00000243902
Z94160.1	ENSG00000237862
ELFN2	ENSG00000166897
Z94160.2	ENSG00000272694
MFNG	ENSG00000100060
CARD10	ENSG00000100065
AL022315.1	ENSG00000225867
CDC42EP1	ENSG00000128283
LGALS2	ENSG00000100079
Metazoa_SRP	ENSG00000273866
GGA1	ENSG00000100083
SH3BP1	ENSG00000100092
Z83844.2	ENSG00000285304
PDXP-DT	ENSG00000233360
PDXP	ENSG00000241360
RN7SL385P	ENSG00000241333
LGALS1	ENSG00000100097
NOL12	ENSG00000273899
Z83844.1	ENSG00000100101
TRIOBP	ENSG00000100106
H1-0	ENSG00000189060
GCAT	ENSG00000100116
GALR3	ENSG00000128310
ANKRD54	ENSG00000100124
MIR658	ENSG00000284197
MIR659	ENSG00000207696
EIF3L	ENSG00000100129
AL022311.1	ENSG00000279738
RNU6-900P	ENSG00000207227
MICALL1	ENSG00000100139
AL031587.5	ENSG00000278948
C22orf23	ENSG00000128346
AL031587.3	ENSG00000272582
POLR2F	ENSG00000100142
MIR6820	ENSG00000284289
SOX10	ENSG00000100146
MIR4534	ENSG00000284266
AL031587.1	ENSG00000222044
AL031587.4	ENSG00000273214
PICK1	ENSG00000100151
AL031587.2	ENSG00000233739
SLC16A8	ENSG00000100156
BAIAP2L2	ENSG00000128298
AL022322.1	ENSG00000272720
PLA2G6	ENSG00000184381
AL022322.2	ENSG00000279080
MAFF	ENSG00000185022
TMEM184B	ENSG00000198792
AL020993.1	ENSG00000235246
RN7SL704P	ENSG00000241693
Metazoa_SRP	ENSG00000277385
CSNK1E	ENSG00000213923
TPTEP2-CSNK1E	ENSG00000283900
TPTEP2	ENSG00000244627
Z98749.1	ENSG00000229955
Z97056.2	ENSG00000286144
Z97056.1	ENSG00000228620
KCNJ4	ENSG00000168135
Z97056.3	ENSG00000286440
KDELR3	ENSG00000100196
DDX17	ENSG00000100201
DMC1	ENSG00000100206
RPS29P31	ENSG00000224279
FAM227A	ENSG00000184949
CBY1	ENSG00000100211
AL021707.4	ENSG00000230912
AL021707.2	ENSG00000228274
AL021707.9	ENSG00000287219
TOMM22	ENSG00000100216
JOSD1	ENSG00000100221
GTPBP1	ENSG00000100226
PRDX3P1	ENSG00000229598
AL021707.5	ENSG00000244491
SUN2	ENSG00000100242
AL021707.3	ENSG00000230149
AL021707.8	ENSG00000273096
AL021707.1	ENSG00000225450
AL021707.6	ENSG00000272669
AL021707.7	ENSG00000273076
DNAL4	ENSG00000100246
NPTXR	ENSG00000221890
CBX6	ENSG00000183741
AL022318.5	ENSG00000288106
AL022318.1	ENSG00000235209
APOBEC3A	ENSG00000128383
APOBEC3B	ENSG00000179750
APOBEC3B-AS1	ENSG00000249310
APOBEC3C	ENSG00000244509
AL022318.4	ENSG00000284554
APOBEC3D	ENSG00000243811
APOBEC3F	ENSG00000128394
AL022318.2	ENSG00000259421
APOBEC3G	ENSG00000239713
AL031846.1	ENSG00000225720
APOBEC3H	ENSG00000100298
CBX7	ENSG00000100307
COX5BP7	ENSG00000226024
AL031846.2	ENSG00000279833
FUNDC2P4	ENSG00000227009
PDGFB	ENSG00000100311
AL031590.1	ENSG00000284633
AL022326.1	ENSG00000224794
RPL3	ENSG00000100316
SNORD83B	ENSG00000209480
SNORD83A	ENSG00000209482
SNORD43	ENSG00000263764
SYNGR1	ENSG00000100321
AL022326.2	ENSG00000280216
TAB1	ENSG00000100324
MGAT3	ENSG00000128268
MGAT3-AS1	ENSG00000227188
MIEF1	ENSG00000100335
AL022312.1	ENSG00000285025
ATF4	ENSG00000128272
RPS19BP1	ENSG00000187051
CACNA1I	ENSG00000100346
ENTHD1	ENSG00000176177
MTFR2P2	ENSG00000235647
RN7SKP210	ENSG00000238875
UQCRFS1P1	ENSG00000226085
GRAP2	ENSG00000100351
Z82206.1	ENSG00000225528
FAM83F	ENSG00000133477
Z83847.1	ENSG00000261202
TNRC6B	ENSG00000100354
RPL7P52	ENSG00000228599
ADSL	ENSG00000239900
AL022238.3	ENSG00000284431
SGSM3	ENSG00000100359
SGSM3-AS1	ENSG00000229999
MRTFA	ENSG00000196588
AL022238.2	ENSG00000272834
AL022238.1	ENSG00000227413
MRTFA-AS1	ENSG00000232564
COX6B1P3	ENSG00000172912
RPL4P6	ENSG00000230071
GAPDHP37	ENSG00000231907
MCHR1	ENSG00000128285
SLC25A17	ENSG00000100372
Z98048.1	ENSG00000230769
JTBP1	ENSG00000233603
MIR4766	ENSG00000266594
ST13	ENSG00000100380
XPNPEP3	ENSG00000196236
DNAJB7	ENSG00000172404
Metazoa_SRP	ENSG00000273979
RNU6-379P	ENSG00000200683
RBX1	ENSG00000100387
Y_RNA	ENSG00000222698
AL080243.2	ENSG00000237214
Y_RNA	ENSG00000199515
AL080243.1	ENSG00000213857
MIR1281	ENSG00000284015
EP300	ENSG00000100393
RNU6-375P	ENSG00000252859
AL035658.1	ENSG00000232754
EP300-AS1	ENSG00000231993
LRRC37A14P	ENSG00000215771
L3MBTL2	ENSG00000100395
L3MBTL2-AS1	ENSG00000235513
CHADL	ENSG00000100399
RANGAP1	ENSG00000100401
MIR6889	ENSG00000274552
ZC3H7B	ENSG00000100403
TEF	ENSG00000167074
RNU6-495P	ENSG00000199865
AL008582.1	ENSG00000273424
TOB2	ENSG00000183864
ACO2	ENSG00000100412
PHF5A	ENSG00000100410
POLR3H	ENSG00000100413
AL023553.1	ENSG00000286491
CSDC2	ENSG00000172346
PMM1	ENSG00000100417
DESI1	ENSG00000100418
XRCC6	ENSG00000196419
Y_RNA	ENSG00000200332
SNU13	ENSG00000100138
Z83840.1	ENSG00000285531
RNU6-476P	ENSG00000207457
C22orf46	ENSG00000184208
MEI1	ENSG00000167077
HMGN2P10	ENSG00000231261
RNU6ATAC22P	ENSG00000252603
Y_RNA	ENSG00000206813
CCDC134	ENSG00000100147
SREBF2-AS1	ENSG00000184068
SREBF2	ENSG00000198911
MIR33A	ENSG00000207932
SHISA8	ENSG00000234965
TNFRSF13C	ENSG00000159958
MIR378I	ENSG00000283829
CENPM	ENSG00000100162
LINC00634	ENSG00000205704
SEPTIN3	ENSG00000100167
Z99716.1	ENSG00000224883
WBP2NL	ENSG00000183066
SLC25A5P1	ENSG00000215347
NAGA	ENSG00000198951
Z99716.2	ENSG00000286659
PHETA2	ENSG00000177096
SNORD13P1	ENSG00000238498
SMDT1	ENSG00000183172
NDUFA6	ENSG00000184983
AL021878.4	ENSG00000270083
NDUFA6-DT	ENSG00000237037
OLA1P1	ENSG00000213790
CYP2D6	ENSG00000100197
AC254562.1	ENSG00000227370
AC254562.2	ENSG00000232710
AC254562.3	ENSG00000281538
CYP2D7	ENSG00000205702
CYP2D8P	ENSG00000226450
TCF20	ENSG00000100207
OGFRP1	ENSG00000182057
LINC01315	ENSG00000229891
NFAM1	ENSG00000235568
AL022316.1	ENSG00000230107
SERHL	ENSG00000172250
RRP7A	ENSG00000189306
SERHL2	ENSG00000183569
RRP7BP	ENSG00000182841
RN7SKP80	ENSG00000202058
RNU6-513P	ENSG00000251913
POLDIP3	ENSG00000100227
RNU12	ENSG00000276027
Z93241.1	ENSG00000270022
CYB5R3	ENSG00000100243
ATP5MGL	ENSG00000249222
A4GALT	ENSG00000128274
Y_RNA	ENSG00000200448
RPL5P34	ENSG00000234009
GOLGA2P4	ENSG00000229608
AL049757.1	ENSG00000274717
ARFGAP3	ENSG00000242247
PACSIN2	ENSG00000100266
AL049758.1	ENSG00000226989
TTLL1-AS1	ENSG00000230319
TTLL1	ENSG00000100271
AL022237.1	ENSG00000234735
BIK	ENSG00000100290
MCAT	ENSG00000100294
TSPO	ENSG00000100300
TTLL12	ENSG00000100304
SCUBE1	ENSG00000159307
SCUBE1-AS2	ENSG00000236272
Z82214.1	ENSG00000234892
SCUBE1-AS1	ENSG00000203527
LINC01639	ENSG00000236117
MPPED1	ENSG00000186732
BX546033.1	ENSG00000286801
EFCAB6-AS1	ENSG00000223843
EFCAB6	ENSG00000186976
Z97055.1	ENSG00000233157
HMGN2P9	ENSG00000180150
Z97055.2	ENSG00000261251
SULT4A1	ENSG00000130540
PNPLA5	ENSG00000100341
PNPLA3	ENSG00000100344
SAMM50	ENSG00000100347
RPL35AP36	ENSG00000224856
PARVB	ENSG00000188677
AL033543.1	ENSG00000279175
AL031595.3	ENSG00000280434
PARVG	ENSG00000138964
AL031595.1	ENSG00000279933
AL031595.2	ENSG00000280011
SHISAL1	ENSG00000138944
Z85994.1	ENSG00000220702
Z85994.2	ENSG00000236079
LINC01656	ENSG00000232655
MRPS18CP6	ENSG00000228807
AL023973.1	ENSG00000279642
RTL6	ENSG00000188636
KRT18P23	ENSG00000215333
LINC00207	ENSG00000187012
LINC00229	ENSG00000234300
ANP32BP2	ENSG00000231801
PRR5	ENSG00000186654
PRR5-ARHGAP8	ENSG00000248405
ARHGAP8	ENSG00000241484
PHF21B	ENSG00000056487
Z83838.1	ENSG00000223730
AL079301.1	ENSG00000230922
NUP50-DT	ENSG00000226328
Z82243.1	ENSG00000273243
NUP50	ENSG00000093000
AL008718.3	ENSG00000273353
KIAA0930	ENSG00000100364
MIR1249	ENSG00000221598
AL008718.2	ENSG00000273287
AL008718.1	ENSG00000213752
UPK3A	ENSG00000100373
FAM118A	ENSG00000100376
SMC1B	ENSG00000077935
RIBC2	ENSG00000128408
AL021391.1	ENSG00000232363
FBLN1	ENSG00000077942
LINC01589	ENSG00000238120
RNU6-1161P	ENSG00000251985
Z95331.1	ENSG00000280383
ATXN10	ENSG00000130638
MIR4762	ENSG00000264160
Z84478.1	ENSG00000235347
BX324167.2	ENSG00000279954
BX324167.1	ENSG00000235091
WNT7B	ENSG00000188064
BX537318.2	ENSG00000280424
BX537318.1	ENSG00000273145
LINC00899	ENSG00000231711
PRR34	ENSG00000182257
AL121672.3	ENSG00000273289
PRR34-AS1	ENSG00000241990
MIRLET7BHG	ENSG00000197182
AL121672.1	ENSG00000231010
AL121672.2	ENSG00000235159
MIR3619	ENSG00000266533
MIRLET7A3	ENSG00000283990
MIR4763	ENSG00000284175
MIRLET7B	ENSG00000284520
PPARA	ENSG00000186951
FP325332.1	ENSG00000280384
CDPF1	ENSG00000205643
PKDREJ	ENSG00000130943
TTC38	ENSG00000075234
GTSE1-DT	ENSG00000277232
GTSE1	ENSG00000075218
TRMU	ENSG00000100416
CELSR1	ENSG00000075275
AL031597.1	ENSG00000230634
AL021392.1	ENSG00000234869
GRAMD4	ENSG00000075240
CERK	ENSG00000100422
AL118516.1	ENSG00000260708
TBC1D22A	ENSG00000054611
TBC1D22A-AS1	ENSG00000280080
FP325331.1	ENSG00000278881
Z83836.1	ENSG00000280312
Z82186.1	ENSG00000224715
LINC01644	ENSG00000218357
LINC00898	ENSG00000205634
AL117329.1	ENSG00000224271
AL117329.2	ENSG00000232897
FP325330.3	ENSG00000279712
FP325330.1	ENSG00000235154
FP325330.2	ENSG00000278890
BX284656.2	ENSG00000238192
BX284656.1	ENSG00000229275
AL008720.1	ENSG00000285707
MIR3201	ENSG00000266508
AL008720.2	ENSG00000288540
Z72006.1	ENSG00000285855
Z82249.1	ENSG00000233179
Z84468.2	ENSG00000287225
TAFA5	ENSG00000219438
Z84468.1	ENSG00000281732
MIR4535	ENSG00000266887
LINC01310	ENSG00000205632
AL078622.1	ENSG00000286381
Z82202.2	ENSG00000285623
RPL35P8	ENSG00000226142
Z82202.1	ENSG00000280199
AC207130.1	ENSG00000285722
C22orf34	ENSG00000188511
AL008636.1	ENSG00000280224
AL031593.1	ENSG00000279597
MIR3667	ENSG00000264139
Z97192.1	ENSG00000212939
Z97192.2	ENSG00000213279
Z97192.3	ENSG00000235111
Z97192.4	ENSG00000286393
AL023802.1	ENSG00000226954
RN7SKP252	ENSG00000223142
RPL5P35	ENSG00000214727
BRD1	ENSG00000100425
Z98885.3	ENSG00000279345
Z98885.1	ENSG00000236867
Z98885.2	ENSG00000260613
AL117328.1	ENSG00000229409
Metazoa_SRP	ENSG00000277771
AL117328.2	ENSG00000279494
ZBED4	ENSG00000100426
ALG12	ENSG00000182858
AL671710.1	ENSG00000273192
CRELD2	ENSG00000184164
BX539320.1	ENSG00000278869
PIM3	ENSG00000198355
MIR6821	ENSG00000276753
IL17REL	ENSG00000188263
TTLL8	ENSG00000138892
MLC1	ENSG00000100427
MOV10L1	ENSG00000073146
AL034546.1	ENSG00000280395
PANX2	ENSG00000073150
TRABD	ENSG00000170638
AL022328.3	ENSG00000273188
AL022328.4	ENSG00000273253
SELENOO	ENSG00000073169
AL022328.1	ENSG00000272836
AL022328.2	ENSG00000273137
TUBGCP6	ENSG00000128159
HDAC10	ENSG00000100429
MAPK12	ENSG00000188130
MAPK11	ENSG00000185386
PLXNB2	ENSG00000196576
DENND6B	ENSG00000205593
CR559946.1	ENSG00000227484
CR559946.2	ENSG00000279182
PPP6R2	ENSG00000100239
SBF1	ENSG00000100241
ADM2	ENSG00000128165
MIOX	ENSG00000100253
LMF2	ENSG00000100258
NCAPH2	ENSG00000025770
SCO2	ENSG00000284194
U62317.1	ENSG00000272821
TYMP	ENSG00000025708
ODF3B	ENSG00000177989
U62317.3	ENSG00000273272
KLHDC7B-DT	ENSG00000272666
KLHDC7B	ENSG00000130487
SYCE3	ENSG00000217442
CPT1B	ENSG00000205560
CHKB-CPT1B	ENSG00000254413
CHKB	ENSG00000100288
CHKB-DT	ENSG00000205559
U62317.2	ENSG00000272940
MAPK8IP2	ENSG00000008735
ARSA	ENSG00000100299
Y_RNA	ENSG00000212569
AC000050.2	ENSG00000286508
SHANK3	ENSG00000251322
RNU6-409P	ENSG00000206841
AC000036.1	ENSG00000225929
ACR	ENSG00000100312
AC002056.2	ENSG00000254499
AC002056.1	ENSG00000213683
RPL23AP82	ENSG00000184319
RABL2B	ENSG00000079974
AL954722.1	ENSG00000228572
PLCXD1	ENSG00000182378
GTPBP6	ENSG00000178605
LINC00685	ENSG00000226179
PPP2R3B	ENSG00000167393
AL732314.10	ENSG00000281849
Metazoa_SRP	ENSG00000275287
AL732314.4	ENSG00000280767
FABP5P13	ENSG00000234958
KRT18P53	ENSG00000229232
SHOX	ENSG00000185960
AL672277.1	ENSG00000237531
RPL14P5	ENSG00000225661
CRLF2	ENSG00000205755
CSF2RA	ENSG00000198223
MIR3690	ENSG00000265658
RNA5SP498	ENSG00000223274
IL3RA	ENSG00000185291
SLC25A6	ENSG00000169100
LINC00106	ENSG00000236871
ASMTL-AS1	ENSG00000236017
ASMTL	ENSG00000169093
P2RY8	ENSG00000182162
AKAP17A	ENSG00000197976
ASMT	ENSG00000196433
AL683807.1	ENSG00000223511
AL683807.2	ENSG00000234622
DHRSX	ENSG00000169084
DHRSX-IT1	ENSG00000223571
ZBED1	ENSG00000214717
MIR6089	ENSG00000277120
CD99P1	ENSG00000223773
LINC00102	ENSG00000230542
CD99	ENSG00000002586
XG	ENSG00000124343
GYG2	ENSG00000056998
GYG2-AS1	ENSG00000235483
ARSD	ENSG00000006756
ARSD-AS1	ENSG00000229851
ARSL	ENSG00000157399
ARSH	ENSG00000205667
ARSF	ENSG00000062096
RN7SL578P	ENSG00000239228
RPS24P21	ENSG00000230249
LINC01546	ENSG00000228459
MXRA5	ENSG00000101825
ASS1P4	ENSG00000213487
SNORA48B	ENSG00000212214
RNU6-114P	ENSG00000207435
PRKX	ENSG00000183943
RNU6-146P	ENSG00000207332
Y_RNA	ENSG00000207320
PRKX-AS1	ENSG00000236188
RPS27AP20	ENSG00000182888
BX890604.1	ENSG00000285756
BX842570.1	ENSG00000286431
RPL24P9	ENSG00000225722
AC074035.1	ENSG00000236513
MTND6P12	ENSG00000235039
MTCYBP12	ENSG00000226313
HADHBP1	ENSG00000238193
AC095353.1	ENSG00000201660
AC110995.1	ENSG00000236120
