ensg_id	gene_symbol	pmtl	version
ENSG00000288235	FAM106C	NA	NA
ENSG00000128438	TBC1D27P	NA	NA
ENSG00000287114	AC104024.3	NA	NA
ENSG00000287910	AC104024.4	NA	NA
ENSG00000227158	AC073621.1	NA	NA
ENSG00000286430	AC020558.6	NA	NA
ENSG00000279200	AC020558.5	NA	NA
ENSG00000273948	AC020558.3	NA	NA
ENSG00000274836	AC020558.4	NA	NA
ENSG00000230273	BRI3P3	NA	NA
ENSG00000232344	AC087163.1	NA	NA
ENSG00000280198	AC087163.2	NA	NA
ENSG00000260647	AC127537.1	NA	NA
ENSG00000273018	FAM106A	NA	NA
ENSG00000262262	AC026271.2	NA	NA
ENSG00000287058	AC026271.4	NA	NA
ENSG00000265693	AC026271.3	NA	NA
ENSG00000235672	AC090286.3	NA	NA
ENSG00000212618	AC090286.2	NA	NA
ENSG00000263045	AC090286.4	NA	NA
ENSG00000286799	AC124066.1	NA	NA
ENSG00000287196	AC004448.5	NA	NA
ENSG00000265126	AC004448.3	NA	NA
ENSG00000235979	AC004448.2	NA	NA
ENSG00000283675	AC004448.4	NA	NA
ENSG00000231477	AC004448.1	NA	NA
ENSG00000231625	SLC47A1P2	NA	NA
ENSG00000264932	AC115989.1	NA	NA
ENSG00000252349	AC005722.2	NA	NA
ENSG00000262681	AC005722.3	NA	NA
ENSG00000264785	AC005722.4	NA	NA
ENSG00000287490	AC015818.9	NA	NA
ENSG00000287751	AC015818.10	NA	NA
ENSG00000266925	AC015818.7	NA	NA
ENSG00000265916	AC015818.5	NA	NA
ENSG00000267075	AC015818.8	NA	NA
ENSG00000232889	AC087499.3	NA	NA
ENSG00000226096	AC087499.1	NA	NA
ENSG00000235546	AC087499.4	NA	NA
ENSG00000266364	AC087499.7	NA	NA
ENSG00000236504	AC087499.5	NA	NA
ENSG00000264874	AC087499.6	NA	NA
ENSG00000226521	AC087499.2	NA	NA
ENSG00000266369	AC090774.2	NA	NA
ENSG00000265099	AC090774.1	NA	NA
ENSG00000244456	SPECC1P2	NA	NA
ENSG00000212719	LINC02693	NA	NA
ENSG00000287671	AC068418.3	NA	NA
ENSG00000265265	AC233702.5	NA	NA
ENSG00000266466	AC233702.7	NA	NA
ENSG00000266673	AC233702.8	NA	NA
ENSG00000266050	AC233702.6	NA	NA
ENSG00000264245	AC233702.3	NA	NA
ENSG00000263375	AC233702.2	NA	NA
ENSG00000260157	AC233702.1	NA	NA
ENSG00000264617	AC233702.4	NA	NA
ENSG00000274748	AC233702.9	NA	NA
ENSG00000265233	ABBA01006766.1	NA	NA
ENSG00000264956	AC138761.1	NA	NA
ENSG00000266691	AC138761.2	NA	NA
ENSG00000283879	MTND6P35	NA	NA
ENSG00000284300	AC132825.6	NA	NA
ENSG00000284328	AC132825.7	NA	NA
ENSG00000284263	AC132825.5	NA	NA
ENSG00000285822	AC129926.2	NA	NA
ENSG00000265453	AC026254.1	NA	NA
ENSG00000266313	AC026254.2	NA	NA
ENSG00000266728	AC015688.4	NA	NA
ENSG00000266872	AC015688.6	NA	NA
ENSG00000266771	AC015688.5	NA	NA
ENSG00000286589	AC005697.3	NA	NA
ENSG00000251818	AC090287.1	NA	NA
ENSG00000266190	AC090287.2	NA	NA
ENSG00000287721	AC061975.8	NA	NA
ENSG00000267644	AC061975.7	NA	NA
ENSG00000267259	ERVE-1	NA	NA
ENSG00000265541	H3P41	NA	NA
ENSG00000258472	AC005726.1	NA	NA
ENSG00000265168	AC005726.3	NA	NA
ENSG00000167524	RSKR	NA	NA
ENSG00000265287	AC005726.4	NA	NA
ENSG00000264044	AC005726.2	NA	NA
ENSG00000264050	AC005412.1	NA	NA
ENSG00000264290	AC104564.3	NA	NA
ENSG00000264647	AC104564.4	NA	NA
ENSG00000264007	AC104564.2	NA	NA
ENSG00000263370	AC104564.1	NA	NA
ENSG00000265625	AC104564.5	NA	NA
ENSG00000239129	AC104982.1	NA	NA
ENSG00000266919	hsa-mir-423	NA	NA
ENSG00000266987	AC104984.5	NA	NA
ENSG00000279431	AC011840.5	NA	NA
ENSG00000266733	TBC1D29P	NA	NA
ENSG00000266775	AC011840.4	NA	NA
ENSG00000286194	AC138207.9	NA	NA
ENSG00000265118	AC134669.1	NA	NA
ENSG00000266877	AC007923.3	NA	NA
ENSG00000266448	AC007923.2	NA	NA
ENSG00000265863	GPR160P2	NA	NA
ENSG00000278867	AC090616.6	NA	NA
ENSG00000287506	AC026620.2	NA	NA
ENSG00000279674	AC123769.1	NA	NA
ENSG00000285559	AC022903.2	NA	NA
ENSG00000267554	AC015911.7	NA	NA
ENSG00000286065	SLFN12L	NA	NA
ENSG00000267369	TAF5LP1	NA	NA
ENSG00000286030	AC015911.9	NA	NA
ENSG00000267625	AC015911.8	NA	NA
ENSG00000267321	SNHG30	NA	NA
ENSG00000277268	LHX1-DT	NA	NA
ENSG00000277911	AC243773.2	NA	NA
ENSG00000274487	NPEPPSP1	NA	NA
ENSG00000266048	AC091178.1	NA	NA
ENSG00000263818	RDM1P5	NA	NA
ENSG00000286443	AC091178.2	NA	NA
ENSG00000287644	AC080112.4	NA	NA
ENSG00000278918	AC080112.3	NA	NA
ENSG00000266208	AC080112.1	NA	NA
ENSG00000264655	PPIAP54	NA	NA
ENSG00000278346	AC080112.2	NA	NA
ENSG00000265359	AC004231.4	NA	NA
ENSG00000287602	AC100808.1	NA	NA
ENSG00000251439	KRTAP4-17P	NA	NA
ENSG00000267632	AC067852.3	NA	NA
ENSG00000287710	AC067852.5	NA	NA
ENSG00000280183	AC067852.4	NA	NA
ENSG00000267189	ATP5MGP7	NA	NA
ENSG00000212149	AC055866.1	NA	NA
ENSG00000285057	AC135721.2	NA	NA
ENSG00000267681	AC135721.1	NA	NA
ENSG00000267595	BRCA1P1	NA	NA
ENSG00000236383	CCDC200	NA	NA
ENSG00000267440	LINC02594	NA	NA
ENSG00000267253	WHSC1L2P	NA	NA
ENSG00000231256	CFAP97D1	NA	NA
ENSG00000125319	HROB	NA	NA
ENSG00000285486	AC003043.2	NA	NA
ENSG00000266918	AC091132.3	NA	NA
ENSG00000267198	AC091132.4	NA	NA
ENSG00000267246	AC091132.5	NA	NA
ENSG00000266504	RDM1P1	NA	NA
ENSG00000285668	AC126544.2	NA	NA
ENSG00000280022	AC126544.1	NA	NA
ENSG00000266497	RDM1P2	NA	NA
ENSG00000262879	AC005670.3	NA	NA
ENSG00000263412	NFE2L1-DT	NA	NA
ENSG00000266341	AC004477.1	NA	NA
ENSG00000278765	AC004477.2	NA	NA
ENSG00000244559	AC091179.2	NA	NA
ENSG00000273750	AC091179.3	NA	NA
ENSG00000277542	AC091179.4	NA	NA
ENSG00000242407	AC091179.1	NA	NA
ENSG00000212565	AC068531.1	NA	NA
ENSG00000248895	AC068531.2	NA	NA
ENSG00000159199	ATP5MC1	NA	NA
ENSG00000270781	AC091133.6	NA	NA
ENSG00000238804	AC091133.2	NA	NA
ENSG00000250838	AC091133.3	NA	NA
ENSG00000251461	AC091133.4	NA	NA
ENSG00000251550	AC091133.5	NA	NA
ENSG00000250751	AC015795.1	NA	NA
ENSG00000235183	SRP14P3	NA	NA
ENSG00000188662	H1-9P	NA	NA
ENSG00000167117	ANKRD40CL	NA	NA
ENSG00000285829	AC005921.4	NA	NA
ENSG00000227011	LINC02876	NA	NA
ENSG00000285939	AC034268.2	NA	NA
ENSG00000262384	AC034268.1	NA	NA
ENSG00000288036	AC015943.1	NA	NA
ENSG00000263199	AC005951.1	NA	NA
ENSG00000261873	SMIM36	NA	NA
ENSG00000262135	GARS1P1	NA	NA
ENSG00000285785	AC003950.1	NA	NA
ENSG00000286732	AC091181.2	NA	NA
ENSG00000285930	AC015813.8	NA	NA
ENSG00000278627	AC005962.1	NA	NA
ENSG00000287337	AC005962.2	NA	NA
ENSG00000286788	AC004687.3	NA	NA
ENSG00000285897	AC004687.2	NA	NA
ENSG00000264672	SEPTIN4-AS1	NA	NA
ENSG00000108387	SEPTIN4	NA	NA
ENSG00000266826	IGBP1P2	NA	NA
ENSG00000200997	RNVU1-34	NA	NA
ENSG00000267318	AC005702.1	NA	NA
ENSG00000267302	RNFT1-DT	NA	NA
ENSG00000287664	AC005702.5	NA	NA
ENSG00000275860	AC005702.4	NA	NA
ENSG00000274378	AC005702.3	NA	NA
ENSG00000267526	AC005702.2	NA	NA
ENSG00000286435	AC025048.7	NA	NA
ENSG00000275562	AC104763.2	NA	NA
ENSG00000271626	H3P42	NA	NA
ENSG00000286997	AC005856.1	NA	NA
ENSG00000187013	LINC02875	NA	NA
ENSG00000285879	AC018628.2	NA	NA
ENSG00000173838	MARCHF10	NA	NA
ENSG00000287457	AC005821.2	NA	NA
ENSG00000265000	MARCHF10-DT	NA	NA
ENSG00000283538	AC005972.3	NA	NA
ENSG00000270324	AC005972.1	NA	NA
ENSG00000272164	AC005972.2	NA	NA
ENSG00000272383	AC006270.2	NA	NA
ENSG00000264529	DNAJB6P8	NA	NA
ENSG00000228979	PPIAP55	NA	NA
ENSG00000264813	AC113554.1	NA	NA
ENSG00000285947	AC127029.3	NA	NA
ENSG00000286629	AC005803.1	NA	NA
ENSG00000281311	AC025362.1	NA	NA
ENSG00000265031	AC234063.1	NA	NA
ENSG00000256826	ATP5MFP4	NA	NA
ENSG00000270714	MICOS10P2	NA	NA
ENSG00000272400	AC103810.9	NA	NA
ENSG00000272134	AC103810.6	NA	NA
ENSG00000272220	AC103810.7	NA	NA
ENSG00000271974	RDM1P4	NA	NA
ENSG00000272346	AC103810.8	NA	NA
ENSG00000264421	AC007448.3	NA	NA
ENSG00000285877	AC007448.5	NA	NA
ENSG00000266473	AC007448.4	NA	NA
ENSG00000207410	AC007448.1	NA	NA
ENSG00000264093	AC007448.2	NA	NA
ENSG00000288109	AC079331.3	NA	NA
ENSG00000278730	AC005332.6	NA	NA
ENSG00000274561	AC005332.3	NA	NA
ENSG00000277476	AC005332.5	NA	NA
ENSG00000267708	RDM1P3	NA	NA
ENSG00000278740	AC005332.7	NA	NA
ENSG00000267731	AC005332.2	NA	NA
ENSG00000267472	ARHGAP27P2	NA	NA
ENSG00000274712	AC005332.4	NA	NA
ENSG00000267361	SEC24AP1	NA	NA
ENSG00000285931	AC005495.1	NA	NA
ENSG00000252352	AC115085.1	NA	NA
ENSG00000267653	AC002546.1	NA	NA
ENSG00000286387	AC007432.1	NA	NA
ENSG00000228639	ROCR	NA	NA
ENSG00000288605	AC007461.1	NA	NA
ENSG00000263893	AC080037.2	NA	NA
ENSG00000252274	AC080037.1	NA	NA
ENSG00000266501	ATG12P1	NA	NA
ENSG00000277728	AC097641.2	NA	NA
ENSG00000288006	AC137735.3	NA	NA
ENSG00000285648	AC137735.2	NA	NA
ENSG00000284690	CD300H	NA	NA
ENSG00000167863	ATP5PD	NA	NA
ENSG00000132475	H3-3B	Relevant Molecular Target	PMTL version 1.1
ENSG00000267376	ATP5MGP6	NA	NA
ENSG00000286750	AC015802.7	NA	NA
ENSG00000277382	AC005837.4	NA	NA
ENSG00000274051	AC005837.3	NA	NA
ENSG00000287836	AC016168.4	NA	NA
ENSG00000263718	SEPTIN9-DT	NA	NA
ENSG00000265121	AC068594.1	NA	NA
ENSG00000184640	SEPTIN9	NA	NA
ENSG00000287257	AC111182.2	NA	NA
ENSG00000286534	AC021683.6	NA	NA
ENSG00000285535	AC021683.5	NA	NA
ENSG00000266970	AC061992.2	NA	NA
ENSG00000200063	AC061992.1	NA	NA
ENSG00000267123	SCAT1	NA	NA
ENSG00000287539	AC022966.2	NA	NA
ENSG00000267601	AC022966.1	NA	NA
ENSG00000276863	AC124319.2	NA	NA
ENSG00000280248	AC124319.3	NA	NA
ENSG00000263069	RNF213-AS1	NA	NA
ENSG00000287403	AC016245.2	NA	NA
ENSG00000226137	BAIAP2-DT	NA	NA
ENSG00000225180	PVALEF	NA	NA
ENSG00000276101	AC027601.3	NA	NA
ENSG00000279187	AC027601.4	NA	NA
ENSG00000287431	AC027601.5	NA	NA
ENSG00000279692	AC110285.6	NA	NA
ENSG00000265688	MAFG-DT	NA	NA
ENSG00000279372	AC137723.1	NA	NA
ENSG00000264569	DCXR-DT	NA	NA
ENSG00000287737	AC132872.5	NA	NA
ENSG00000169660	HEXD	NA	NA
ENSG00000279066	HEXD-IT1	NA	NA
ENSG00000178927	CYBC1	NA	NA
ENSG00000287193	AC132938.6	NA	NA
ENSG00000279744	AC132938.5	NA	NA
ENSG00000266445	NARF-AS1	NA	NA
ENSG00000279143	AC139099.3	NA	NA
ENSG00000262181	AP001005.1	NA	NA
ENSG00000173213	TUBB8B	Relevant Molecular Target	PMTL version 1.1
ENSG00000282965	AP001005.3	NA	NA
ENSG00000274446	AP001005.2	NA	NA
ENSG00000288533	AP001178.4	NA	NA
ENSG00000272461	AP005328.1	NA	NA
ENSG00000263551	AP000829.1	NA	NA
ENSG00000263505	SLC25A3P3	NA	NA
ENSG00000266602	AP005262.1	NA	NA
ENSG00000264189	AIDAP3	NA	NA
ENSG00000286975	AP005136.4	NA	NA
ENSG00000238575	AP005136.1	NA	NA
ENSG00000266783	AP005136.3	NA	NA
ENSG00000264150	AP005136.2	NA	NA
ENSG00000272625	AP000919.3	NA	NA
ENSG00000263606	CHORDC1P4	NA	NA
ENSG00000265907	AP000919.1	NA	NA
ENSG00000266397	AP000919.2	NA	NA
ENSG00000266578	AP001025.1	NA	NA
ENSG00000265545	ELOCP27	NA	NA
ENSG00000285575	AP001496.4	NA	NA
ENSG00000264449	AP001021.1	NA	NA
ENSG00000266846	AP001021.3	NA	NA
ENSG00000265487	AP001021.2	NA	NA
ENSG00000266065	AP005202.2	NA	NA
ENSG00000265174	AP005202.1	NA	NA
ENSG00000287834	AP005210.2	NA	NA
ENSG00000212626	AP005270.1	NA	NA
ENSG00000286126	AP001095.1	NA	NA
ENSG00000286627	AP005900.1	NA	NA
ENSG00000286649	AC006566.2	NA	NA
ENSG00000266613	COP1P1	NA	NA
ENSG00000266708	AP001793.1	NA	NA
ENSG00000287719	AP001531.1	NA	NA
ENSG00000286765	AP005899.2	NA	NA
ENSG00000287509	AP001033.3	NA	NA
ENSG00000285594	LINC02856	NA	NA
ENSG00000285653	AC006238.2	NA	NA
ENSG00000287065	AP005209.2	NA	NA
ENSG00000286499	AP006219.2	NA	NA
ENSG00000287563	AP006219.3	NA	NA
ENSG00000266470	AP001180.5	NA	NA
ENSG00000264714	KIAA0895LP1	NA	NA
ENSG00000286812	AP001120.5	NA	NA
ENSG00000267116	PMM2P2	NA	NA
ENSG00000279285	AP005264.5	NA	NA
ENSG00000267643	AP005264.3	NA	NA
ENSG00000267733	AP005264.4	NA	NA
ENSG00000267247	AP005264.2	NA	NA
ENSG00000267663	PPIAP56	NA	NA
ENSG00000280302	AP005264.6	NA	NA
ENSG00000267249	AP005482.2	NA	NA
ENSG00000266961	AP005482.1	NA	NA
ENSG00000260302	LINC01882	NA	NA
ENSG00000286926	AP002505.3	NA	NA
ENSG00000283294	AP005212.4	NA	NA
ENSG00000274214	AP005212.2	NA	NA
ENSG00000277743	AP005212.3	NA	NA
ENSG00000265437	AP005212.1	NA	NA
ENSG00000286593	AP006261.1	NA	NA
ENSG00000286815	AP005242.5	NA	NA
ENSG00000287723	AP005901.6	NA	NA
ENSG00000286293	AP005901.5	NA	NA
ENSG00000266818	AP005901.4	NA	NA
ENSG00000221139	AC011774.1	NA	NA
ENSG00000264188	AC106037.2	NA	NA
ENSG00000265656	AC106037.3	NA	NA
ENSG00000252677	AC106037.1	NA	NA
ENSG00000270855	ATP7BP1	NA	NA
ENSG00000141452	RMC1	NA	NA
ENSG00000287611	AC007922.4	NA	NA
ENSG00000266809	PPIAP57	NA	NA
ENSG00000265552	AC104961.1	NA	NA
ENSG00000285595	AC105114.2	NA	NA
ENSG00000263829	SINHCAFP1	NA	NA
ENSG00000266549	ATP6V1E1P2	NA	NA
ENSG00000264790	AC021382.1	NA	NA
ENSG00000263611	AC068408.1	NA	NA
ENSG00000286465	AC068408.2	NA	NA
ENSG00000286426	AC090936.1	NA	NA
ENSG00000265994	AC090365.1	NA	NA
ENSG00000271238	AC023932.1	NA	NA
ENSG00000287803	AC117569.2	NA	NA
ENSG00000286605	AC115100.1	NA	NA
ENSG00000266105	AC009831.2	NA	NA
ENSG00000280380	AC009831.4	NA	NA
ENSG00000274275	AC009831.3	NA	NA
ENSG00000285095	AC025887.2	NA	NA
ENSG00000287994	AC009835.1	NA	NA
ENSG00000286890	AC055840.1	NA	NA
ENSG00000285940	AC009899.1	NA	NA
ENSG00000286716	AC108452.1	NA	NA
ENSG00000267374	MIR924HG	NA	NA
ENSG00000286559	AC099845.1	NA	NA
ENSG00000286844	AC068688.1	NA	NA
ENSG00000286328	AC079052.1	NA	NA
ENSG00000267652	NPM1P1	NA	NA
ENSG00000287007	AC087683.3	NA	NA
ENSG00000286976	AC084335.1	NA	NA
ENSG00000287209	AC100779.1	NA	NA
ENSG00000285550	AC110014.1	NA	NA
ENSG00000267414	SETBP1-DT	NA	NA
ENSG00000285790	AC021517.3	NA	NA
ENSG00000267354	AC091151.2	NA	NA
ENSG00000287943	AC091151.7	NA	NA
ENSG00000267193	AC091151.1	NA	NA
ENSG00000288545	AC023421.2	NA	NA
ENSG00000152234	ATP5F1A	NA	NA
ENSG00000285993	AC018931.1	NA	NA
ENSG00000288616	ELOA3D	NA	NA
ENSG00000288607	ELOA3B	NA	NA
ENSG00000288631	ELOA3	NA	NA
ENSG00000287673	AC051635.1	NA	NA
ENSG00000286583	AC105101.2	NA	NA
ENSG00000287518	AC100778.4	NA	NA
ENSG00000265496	AC100778.3	NA	NA
ENSG00000264464	LINC02837	NA	NA
ENSG00000267674	AC090227.3	NA	NA
ENSG00000266997	AC090227.2	NA	NA
ENSG00000252139	AC090227.1	NA	NA
ENSG00000287381	AC012433.2	NA	NA
ENSG00000286283	AC016383.3	NA	NA
ENSG00000285695	AC016383.2	NA	NA
ENSG00000280098	AC011155.1	NA	NA
ENSG00000283613	CUPIN1P	NA	NA
ENSG00000264564	AC090897.1	NA	NA
ENSG00000288484	AC091135.2	NA	NA
ENSG00000287944	AC027584.1	NA	NA
ENSG00000287248	AC009271.2	NA	NA
ENSG00000286777	AC012301.2	NA	NA
ENSG00000134440	NARS1	NA	NA
ENSG00000267675	AC105105.2	NA	NA
ENSG00000267391	MIR122HG	NA	NA
ENSG00000276403	AC105105.4	NA	NA
ENSG00000274354	AC105105.3	NA	NA
ENSG00000267579	AC104971.2	NA	NA
ENSG00000275418	AC104971.3	NA	NA
ENSG00000267226	AC104971.1	NA	NA
ENSG00000267669	AC098847.1	NA	NA
ENSG00000256704	ENTR1P1	NA	NA
ENSG00000267742	SINHCAFP2	NA	NA
ENSG00000285681	AC091576.1	NA	NA
ENSG00000134444	RELCH	NA	NA
ENSG00000267341	AC100843.1	NA	NA
ENSG00000267487	AC100843.2	NA	NA
ENSG00000214318	ATP5MC1P6	NA	NA
ENSG00000286800	AC090348.1	NA	NA
ENSG00000265472	FAM32DP	NA	NA
ENSG00000287907	AC005909.2	NA	NA
ENSG00000264697	MTL3P	NA	NA
ENSG00000264472	AC096708.2	NA	NA
ENSG00000273584	AC096708.3	NA	NA
ENSG00000285748	AC090337.2	NA	NA
ENSG00000287646	AC021701.1	NA	NA
ENSG00000278971	AC091305.1	NA	NA
ENSG00000286642	AC091646.1	NA	NA
ENSG00000287693	AC091691.3	NA	NA
ENSG00000263711	LINC02864	NA	NA
ENSG00000261780	LINC02582	NA	NA
ENSG00000287314	AC090125.2	NA	NA
ENSG00000286529	AC090398.2	NA	NA
ENSG00000187773	DIPK1C	NA	NA
ENSG00000287689	AC009704.3	NA	NA
ENSG00000283452	AC015819.4	NA	NA
ENSG00000285915	AC015819.5	NA	NA
ENSG00000287281	AC012101.2	NA	NA
ENSG00000286603	AC012101.1	NA	NA
ENSG00000287295	AC090812.1	NA	NA
ENSG00000287993	AC090338.1	NA	NA
ENSG00000275763	ZNF516-DT	NA	NA
ENSG00000286090	AC034110.1	NA	NA
ENSG00000264278	ZNF236-DT	NA	NA
ENSG00000278107	AC027575.2	NA	NA
ENSG00000265261	AC027575.1	NA	NA
ENSG00000287680	AC093330.3	NA	NA
ENSG00000264015	AC124254.2	NA	NA
ENSG00000199392	AC124254.1	NA	NA
ENSG00000286727	AC123786.3	NA	NA
ENSG00000287758	AC091027.3	NA	NA
ENSG00000279416	AC099689.3	NA	NA
ENSG00000286245	AC125437.3	NA	NA
ENSG00000286186	AC018445.5	NA	NA
ENSG00000286296	AC018445.6	NA	NA
ENSG00000122490	SLC66A2	NA	NA
ENSG00000287879	AC114341.2	NA	NA
ENSG00000281379	SEPTIN14P19	NA	NA
ENSG00000286667	AC010641.2	NA	NA
ENSG00000099624	ATP5F1D	NA	NA
ENSG00000228300	FAM174C	NA	NA
ENSG00000160953	PWWP3A	NA	NA
ENSG00000188305	PEAK3	NA	NA
ENSG00000288156	AC104530.1	NA	NA
ENSG00000286880	AC005258.2	NA	NA
ENSG00000286460	AC006538.4	NA	NA
ENSG00000287766	AC006130.3	NA	NA
ENSG00000104964	TLE5	NA	NA
ENSG00000252408	AC005787.1	NA	NA
ENSG00000105248	YJU2	NA	NA
ENSG00000287884	AC005594.1	NA	NA
ENSG00000174917	MICOS13	NA	NA
ENSG00000288669	AC008763.4	NA	NA
ENSG00000285674	5S_rRNA	NA	NA
ENSG00000286138	AC010336.7	NA	NA
ENSG00000099785	MARCHF2	NA	NA
ENSG00000268480	NFILZ	NA	NA
ENSG00000279426	AC243312.1	NA	NA
ENSG00000287275	AC011451.4	NA	NA
ENSG00000287960	AC008567.3	NA	NA
ENSG00000278611	ZNF426-DT	NA	NA
ENSG00000130813	SHFL	NA	NA
ENSG00000267100	ILF3-DT	NA	NA
ENSG00000267544	HIKESHIP2	NA	NA
ENSG00000278643	AC006127.1	NA	NA
ENSG00000267179	AC008770.2	NA	NA
ENSG00000267274	AC008770.3	NA	NA
ENSG00000219665	ZNF433-AS1	NA	NA
ENSG00000286098	AC008770.4	NA	NA
ENSG00000257355	AC008770.1	NA	NA
ENSG00000286132	AC022415.2	NA	NA
ENSG00000214189	ZNF788P	NA	NA
ENSG00000285589	AC010422.8	NA	NA
ENSG00000285583	AC010422.7	NA	NA
ENSG00000198356	GET3	NA	NA
ENSG00000284491	THSD8	NA	NA
ENSG00000287296	AC011446.3	NA	NA
ENSG00000287254	AC011509.3	NA	NA
ENSG00000275432	AC022149.1	NA	NA
ENSG00000288618	AC004510.2	NA	NA
ENSG00000273782	AC004510.1	NA	NA
ENSG00000267453	CLEC4O	NA	NA
ENSG00000287961	AC020911.3	NA	NA
ENSG00000167483	NIBAN3	NA	NA
ENSG00000285188	AC008397.2	NA	NA
ENSG00000284797	AC008397.1	NA	NA
ENSG00000130518	IQCN	NA	NA
ENSG00000006015	REX1BD	NA	NA
ENSG00000269019	HOMER3-AS1	NA	NA
ENSG00000275540	AC011477.6	NA	NA
ENSG00000286080	AC011477.7	NA	NA
ENSG00000271499	AC011477.5	NA	NA
ENSG00000287533	AC011477.8	NA	NA
ENSG00000267581	AC011477.3	NA	NA
ENSG00000267693	AC011477.4	NA	NA
ENSG00000267419	ZNF56	NA	NA
ENSG00000267481	AC011477.1	NA	NA
ENSG00000267565	AC011477.2	NA	NA
ENSG00000279404	AC008739.6	NA	NA
ENSG00000269845	CCNYL6	NA	NA
ENSG00000279377	AC003973.2	NA	NA
ENSG00000269504	AC003973.1	NA	NA
ENSG00000282732	AC073539.14	NA	NA
ENSG00000286157	AC011467.6	NA	NA
ENSG00000271149	AC011467.5	NA	NA
ENSG00000269316	RAD54L2P1	NA	NA
ENSG00000287399	AC011503.4	NA	NA
ENSG00000269421	AC011503.3	NA	NA
ENSG00000281468	AC006504.7	NA	NA
ENSG00000288017	AC011505.1	NA	NA
ENSG00000287272	AC007786.4	NA	NA
ENSG00000286867	AC008798.3	NA	NA
ENSG00000286538	AC008798.2	NA	NA
ENSG00000278895	AC008507.3	NA	NA
ENSG00000267258	PPIAP58	NA	NA
ENSG00000267692	TAF9P3	NA	NA
ENSG00000287859	AC008507.4	NA	NA
ENSG00000288072	AC008507.5	NA	NA
ENSG00000267599	AC008794.1	NA	NA
ENSG00000267407	LINC02841	NA	NA
ENSG00000286041	AC074139.1	NA	NA
ENSG00000267296	CEBPA-DT	NA	NA
ENSG00000287526	AC016587.1	NA	NA
ENSG00000166398	GARRE1	NA	NA
ENSG00000248830	ZNF807P	NA	NA
ENSG00000271049	AC020910.4	NA	NA
ENSG00000252230	AC020910.1	NA	NA
ENSG00000268683	AC020910.2	NA	NA
ENSG00000279971	AC020910.7	NA	NA
ENSG00000279329	AC020910.6	NA	NA
ENSG00000274104	AC020910.5	NA	NA
ENSG00000270281	AC020910.3	NA	NA
ENSG00000271666	AC008555.5	NA	NA
ENSG00000271109	AC008555.4	NA	NA
ENSG00000270624	AC008555.3	NA	NA
ENSG00000271171	LINC00904	NA	NA
ENSG00000280106	AC008555.6	NA	NA
ENSG00000285526	AC020907.6	NA	NA
ENSG00000283758	PMIS2	NA	NA
ENSG00000267053	AC092296.2	NA	NA
ENSG00000267363	AC092296.4	NA	NA
ENSG00000267142	AC092296.3	NA	NA
ENSG00000286449	AC016590.4	NA	NA
ENSG00000181666	ZNF875	NA	NA
ENSG00000267552	AC093227.2	NA	NA
ENSG00000267319	SELENOKP1	NA	NA
ENSG00000287496	AC093227.3	NA	NA
ENSG00000286037	AC011479.4	NA	NA
ENSG00000269547	AC011455.2	NA	NA
ENSG00000269486	ERVK9-11	NA	NA
ENSG00000287271	AC011455.8	NA	NA
ENSG00000269246	AC011445.1	NA	NA
ENSG00000105219	CCNP	NA	NA
ENSG00000286177	AC011462.5	NA	NA
ENSG00000280014	AC243960.10	NA	NA
ENSG00000268041	ERFL	NA	NA
ENSG00000285505	AC010616.1	NA	NA
ENSG00000288671	AC006486.3	NA	NA
ENSG00000286613	AC006213.7	NA	NA
ENSG00000287035	AC138470.2	NA	NA
ENSG00000266903	AC243964.3	NA	NA
ENSG00000279095	AC243964.4	NA	NA
ENSG00000252200	AC243964.2	NA	NA
ENSG00000285128	AC092306.1	NA	NA
ENSG00000267348	GEMIN7-AS1	NA	NA
ENSG00000117877	POLR1G	Relevant Molecular Target	PMTL version 1.1
ENSG00000269292	AC093503.1	NA	NA
ENSG00000279161	AC093503.2	NA	NA
ENSG00000286669	AC008532.1	NA	NA
ENSG00000287896	AC073548.2	NA	NA
ENSG00000185453	ZSWIM9	NA	NA
ENSG00000268186	ZNF114-AS1	NA	NA
ENSG00000287603	AC008403.3	NA	NA
ENSG00000286024	AC026803.3	NA	NA
ENSG00000161609	KASH5	NA	NA
ENSG00000287001	AC010624.5	NA	NA
ENSG00000228674	PPIAP59	NA	NA
ENSG00000269495	AC011483.2	NA	NA
ENSG00000279676	AC011483.3	NA	NA
ENSG00000267879	AC011483.1	NA	NA
ENSG00000269072	AC063977.5	NA	NA
ENSG00000269681	AC063977.6	NA	NA
ENSG00000269021	SIGLEC24P	NA	NA
ENSG00000267905	AC008750.2	NA	NA
ENSG00000267984	AC008750.3	NA	NA
ENSG00000269403	AC008750.7	NA	NA
ENSG00000268520	AC008750.4	NA	NA
ENSG00000268889	AC008750.6	NA	NA
ENSG00000255441	SIGLEC10-AS1	NA	NA
ENSG00000268711	AC008750.5	NA	NA
ENSG00000269181	AC020914.5	NA	NA
ENSG00000268957	AC020914.3	NA	NA
ENSG00000268839	AC020914.2	NA	NA
ENSG00000268777	AC020914.1	NA	NA
ENSG00000269130	AC020914.4	NA	NA
ENSG00000286236	AC018755.5	NA	NA
ENSG00000288253	AC010332.3	NA	NA
ENSG00000255875	PABPN1P2	NA	NA
ENSG00000283695	AC010487.2	NA	NA
