gene_symbol	ensembl
AC093801.1	ENSG00000248388
AC026782.1	ENSG00000248393
AL645924.1	ENSG00000248399
AC114781.1	ENSG00000248401
AC008758.3	ENSG00000248406
AP000344.2	ENSG00000248409
AC107464.2	ENSG00000248416
AC097535.1	ENSG00000248417
AC110768.1	ENSG00000248419
AC233724.3	ENSG00000248422
AC100850.1	ENSG00000248423
AC006296.1	ENSG00000248425
AC113347.2	ENSG00000248426
AC010395.1	ENSG00000248428
AC098679.1	ENSG00000248429
AC139718.1	ENSG00000248432
AC107463.1	ENSG00000248434
AC091917.1	ENSG00000248440
AC109464.1	ENSG00000248443
AC107058.1	ENSG00000248447
AC097714.1	ENSG00000248452
AL139147.1	ENSG00000248458
AC083906.1	ENSG00000248459
AC098827.1	ENSG00000248466
AC026719.2	ENSG00000248467
AC107027.1	ENSG00000248468
AC139491.1	ENSG00000248469
AC233724.4	ENSG00000248471
AC016642.1	ENSG00000248475
AC139495.1	ENSG00000248477
AC104233.1	ENSG00000248478
AC104137.1	ENSG00000248479
AC093801.2	ENSG00000248480
AC008406.1	ENSG00000248482
AC113391.1	ENSG00000248484
LINC02149	ENSG00000248486
AC113355.1	ENSG00000248490
AC093772.1	ENSG00000248491
AL356235.1	ENSG00000248503
AC097474.1	ENSG00000248506
AC112695.1	ENSG00000248511
AC008443.4	ENSG00000248514
AC024230.1	ENSG00000248515
AC105415.1	ENSG00000248516
AC098587.1	ENSG00000248518
AC092612.1	ENSG00000248521
AC026787.1	ENSG00000248525
AC026746.1	ENSG00000248529
AC119751.2	ENSG00000248532
AC034226.1	ENSG00000248533
AC091906.1	ENSG00000248537
AC022784.1	ENSG00000248538
AC010931.2	ENSG00000248540
AC233724.5	ENSG00000248542
AC008676.1	ENSG00000248544
AC092436.2	ENSG00000248545
AC021146.2	ENSG00000248547
AC095050.1	ENSG00000248551
AC074344.1	ENSG00000248552
AC114956.2	ENSG00000248554
AC024558.1	ENSG00000248557
AC109454.2	ENSG00000248559
AC008620.2	ENSG00000248560
AC079140.1	ENSG00000248564
AC068721.1	ENSG00000248567
AC026410.3	ENSG00000248569
AC106882.1	ENSG00000248571
AC023794.1	ENSG00000248576
AC091435.1	ENSG00000248577
AC119751.3	ENSG00000248583
AC084024.2	ENSG00000248585
AC025470.1	ENSG00000248586
AC008517.1	ENSG00000248588
AC109445.1	ENSG00000248591
AC139491.2	ENSG00000248596
AC126768.1	ENSG00000248597
AC025465.2	ENSG00000248600
AC116634.1	ENSG00000248601
AC022140.1	ENSG00000248605
AC117422.1	ENSG00000248607
AC133963.1	ENSG00000248608
AC107385.1	ENSG00000248611
AC021146.3	ENSG00000248613
AC109439.1	ENSG00000248616
AC108019.1	ENSG00000248621
AC022447.2	ENSG00000248624
AC079768.1	ENSG00000248625
AC095059.1	ENSG00000248627
AC092608.1	ENSG00000248629
AC106872.5	ENSG00000248632
AC008588.1	ENSG00000248634
AC147055.1	ENSG00000248635
AC002070.1	ENSG00000248636
AC108064.1	ENSG00000248637
AC098799.1	ENSG00000248639
AC106872.6	ENSG00000248645
AC096759.1	ENSG00000248646
AC012613.1	ENSG00000248647
AC113410.1	ENSG00000248648
AC034244.1	ENSG00000248652
AC083795.2	ENSG00000248656
AC023162.1	ENSG00000248659
AC010273.1	ENSG00000248664
AC010486.1	ENSG00000248667
AC116562.2	ENSG00000248669
AC083902.1	ENSG00000248676
LINC02491	ENSG00000248686
AC024589.1	ENSG00000248687
AC079226.1	ENSG00000248694
AC011406.1	ENSG00000248696
AC114964.1	ENSG00000248699
AC008539.1	ENSG00000248701
AC005921.1	ENSG00000248702
AC114812.4	ENSG00000248705
AC008549.1	ENSG00000248709
AC079594.2	ENSG00000248710
AC083902.2	ENSG00000248713
AC091180.2	ENSG00000248714
AC105424.1	ENSG00000248715
AC093815.1	ENSG00000248716
AC021127.1	ENSG00000248719
AC097488.1	ENSG00000248725
AC008852.1	ENSG00000248733
AC008906.1	ENSG00000248734
AC112192.1	ENSG00000248736
AC037441.1	ENSG00000248738
AC069306.1	ENSG00000248739
AC108467.1	ENSG00000248744
AC107220.1	ENSG00000248747
AC104063.1	ENSG00000248749
AC020699.1	ENSG00000248750
AC004997.1	ENSG00000248751
AC010235.1	ENSG00000248752
AC008406.2	ENSG00000248753
AC092639.1	ENSG00000248755
AC008883.1	ENSG00000248758
AC091874.2	ENSG00000248761
AC012339.1	ENSG00000248762
AC111000.2	ENSG00000248763
AC092435.2	ENSG00000248764
AC093303.1	ENSG00000248766
AC187653.1	ENSG00000248767
AC139495.2	ENSG00000248769
AC019235.1	ENSG00000248770
AC108729.3	ENSG00000248772
AC108727.1	ENSG00000248773
AC097534.1	ENSG00000248774
AC091951.3	ENSG00000248775
AC006499.1	ENSG00000248777
AC105391.1	ENSG00000248778
AC093297.1	ENSG00000248779
AC106771.1	ENSG00000248783
AC092903.2	ENSG00000248787
AC097103.1	ENSG00000248790
AC010627.1	ENSG00000248791
AC026436.1	ENSG00000248794
AC098859.1	ENSG00000248795
AC022118.1	ENSG00000248799
AC078850.2	ENSG00000248802
AC092349.1	ENSG00000248803
AC022447.3	ENSG00000248813
AC079226.2	ENSG00000248816
AC009238.3	ENSG00000248821
AC108078.1	ENSG00000248824
AC024587.1	ENSG00000248827
AC008638.1	ENSG00000248831
AC097512.1	ENSG00000248837
AC021660.2	ENSG00000248839
AL645949.1	ENSG00000248840
AC011396.1	ENSG00000248842
AL645949.2	ENSG00000248843
AP003555.1	ENSG00000248844
AC074087.1	ENSG00000248847
AC078867.1	ENSG00000248850
AC006427.1	ENSG00000248851
AC113352.1	ENSG00000248853
AC097376.1	ENSG00000248863
AC114316.1	ENSG00000248864
USP46-AS1	ENSG00000248866
AC010625.1	ENSG00000248867
AC026782.2	ENSG00000248870
AC091917.2	ENSG00000248876
AC022447.4	ENSG00000248878
AC010245.1	ENSG00000248881
AC010280.2	ENSG00000248884
AC118465.1	ENSG00000248885
AC091860.1	ENSG00000248891
AC068531.1	ENSG00000248895
AC105001.1	ENSG00000248896
AC022126.1	ENSG00000248898
AP000867.1	ENSG00000248903
AC009800.1	ENSG00000248911
AC096736.1	ENSG00000248912
AC008808.1	ENSG00000248918
AC021193.1	ENSG00000248921
AC139713.1	ENSG00000248924
AC021087.1	ENSG00000248925
AC114801.2	ENSG00000248926
AC114284.1	ENSG00000248927
AC008837.2	ENSG00000248928
AC020893.1	ENSG00000248930
AC097103.2	ENSG00000248932
AC034234.1	ENSG00000248935
AC027607.1	ENSG00000248936
AC111198.1	ENSG00000248939
AC140125.1	ENSG00000248943
AC122719.1	ENSG00000248949
AC027801.2	ENSG00000248954
AC113367.2	ENSG00000248955
AC025773.1	ENSG00000248962
AC131254.1	ENSG00000248964
AC011389.2	ENSG00000248965
AC022493.2	ENSG00000248967
AC012640.1	ENSG00000248968
AC137810.1	ENSG00000248969
AC106799.2	ENSG00000248973
AL133372.2	ENSG00000248975
AC095057.1	ENSG00000248977
AC009901.1	ENSG00000248978
AC019163.1	ENSG00000248980
AC104825.1	ENSG00000248986
AC093700.1	ENSG00000248988
AC100773.1	ENSG00000248990
AC097375.1	ENSG00000248991
AL645941.2	ENSG00000248993
AC126768.2	ENSG00000248994
AC145098.1	ENSG00000248996
EFTUD1P2	ENSG00000248998
AC093722.1	ENSG00000249000
AC093895.1	ENSG00000249001
AC096745.1	ENSG00000249002
AL136360.1	ENSG00000249006
AL691482.3	ENSG00000249007
AC097518.1	ENSG00000249008
AC104819.1	ENSG00000249012
AC112198.3	ENSG00000249016
AC094108.1	ENSG00000249017
AC108471.1	ENSG00000249019
AC008549.2	ENSG00000249021
AC093599.1	ENSG00000249022
AC010486.2	ENSG00000249023
AC004672.1	ENSG00000249028
AC092674.1	ENSG00000249036
AARSP1	ENSG00000249038
AC009567.1	ENSG00000249041
AC008771.1	ENSG00000249042
AC074124.1	ENSG00000249049
AC021242.1	ENSG00000249050
AC112518.2	ENSG00000249051
AC093810.1	ENSG00000249052
AC106794.1	ENSG00000249053
AC099343.1	ENSG00000249056
AC109492.1	ENSG00000249061
AC008417.1	ENSG00000249068
AC114801.3	ENSG00000249072
AL158068.1	ENSG00000249077
AC118282.2	ENSG00000249079
AC027627.1	ENSG00000249084
AC035140.1	ENSG00000249085
AC051649.1	ENSG00000249086
AC093903.1	ENSG00000249091
AC008945.1	ENSG00000249092
AC007834.1	ENSG00000249094
AC055733.1	ENSG00000249098
AC025475.1	ENSG00000249099
AC008885.2	ENSG00000249100
AC008834.1	ENSG00000249101
AC034223.1	ENSG00000249102
AC096725.1	ENSG00000249105
AC097537.1	ENSG00000249106
AC140125.2	ENSG00000249109
AC108517.1	ENSG00000249111
AC112196.1	ENSG00000249112
AC022447.5	ENSG00000249114
AC025183.1	ENSG00000249116
AC105389.1	ENSG00000249122
AC093821.1	ENSG00000249125
AC116347.2	ENSG00000249135
AL159163.1	ENSG00000249141
AC074134.1	ENSG00000249142
AC006445.2	ENSG00000249148
AC099522.1	ENSG00000249149
AC010267.1	ENSG00000249150
AC026414.1	ENSG00000249153
AC233724.6	ENSG00000249156
AC093259.1	ENSG00000249157
AC091965.1	ENSG00000249159
AL121809.1	ENSG00000249163
AC092336.1	ENSG00000249166
AC026780.1	ENSG00000249169
AC096713.1	ENSG00000249170
AC021192.1	ENSG00000249171
AC106744.1	ENSG00000249174
AC008534.1	ENSG00000249175
AC027801.3	ENSG00000249176
AC020900.1	ENSG00000249180
AC107074.1	ENSG00000249184
AC140125.3	ENSG00000249186
AC245052.6	ENSG00000249189
AC106822.1	ENSG00000249198
AC026785.3	ENSG00000249199
AC110775.1	ENSG00000249200
AC079921.1	ENSG00000249207
AP000311.1	ENSG00000249209
AC079097.1	ENSG00000249213
AC105389.2	ENSG00000249216
AC108199.1	ENSG00000249219
AC117460.1	ENSG00000249225
AC068944.1	ENSG00000249228
AC108063.1	ENSG00000249234
AC021146.4	ENSG00000249235
AC008892.1	ENSG00000249236
AL359273.1	ENSG00000249237
AC095059.2	ENSG00000249239
AC069368.1	ENSG00000249240
AC110373.1	ENSG00000249244
AC010226.1	ENSG00000249249
AC098829.1	ENSG00000249252
AC093004.1	ENSG00000249253
ATP5LP3	ENSG00000249256
AC097473.1	ENSG00000249257
AC079193.2	ENSG00000249258
AC027613.1	ENSG00000249259
AC109464.2	ENSG00000249261
AC112250.1	ENSG00000249262
AC113167.1	ENSG00000249265
AC093909.2	ENSG00000249269
AC093817.1	ENSG00000249275
AC104119.1	ENSG00000249276
AC092436.3	ENSG00000249277
AC112249.1	ENSG00000249278
AC233724.7	ENSG00000249282
AC095050.2	ENSG00000249284
AC114981.1	ENSG00000249285
AC091874.3	ENSG00000249287
AC010460.1	ENSG00000249289
AC010181.1	ENSG00000249290
AC091868.2	ENSG00000249293
AC145146.2	ENSG00000249295
AC108120.2	ENSG00000249301
AC104779.1	ENSG00000249304
AC048346.1	ENSG00000249305
AC020703.1	ENSG00000249309
AF131216.2	ENSG00000249316
AC002460.1	ENSG00000249317
AC068533.4	ENSG00000249319
AC133963.2	ENSG00000249320
AC036214.1	ENSG00000249328
AC095060.1	ENSG00000249330
AC016651.1	ENSG00000249332
AC245452.4	ENSG00000249333
AC084048.1	ENSG00000249334
AC093523.1	ENSG00000249335
AC124017.1	ENSG00000249341
AC073648.2	ENSG00000249347
AC114928.1	ENSG00000249349
AC096754.1	ENSG00000249351
AC093274.1	ENSG00000249359
AC034232.1	ENSG00000249360
AC011411.1	ENSG00000249363
AC112206.2	ENSG00000249364
AC110009.1	ENSG00000249365
AC103851.1	ENSG00000249368
AC093879.2	ENSG00000249373
AL033397.2	ENSG00000249379
AC138853.1	ENSG00000249380
AC097501.1	ENSG00000249382
AC023794.2	ENSG00000249388
AC096588.1	ENSG00000249392
AC008413.2	ENSG00000249403
AC010445.1	ENSG00000249404
AC022441.1	ENSG00000249405
AC015909.1	ENSG00000249406
AC025741.1	ENSG00000249409
AC022325.1	ENSG00000249411
AC010285.2	ENSG00000249412
AC116049.2	ENSG00000249413
AC107393.1	ENSG00000249416
AC117383.1	ENSG00000249417
AC005741.1	ENSG00000249418
AC023136.1	ENSG00000249419
AC109464.3	ENSG00000249423
AC093206.1	ENSG00000249426
AC016598.1	ENSG00000249429
AC008628.1	ENSG00000249433
AC022137.2	ENSG00000249435
AC008780.2	ENSG00000249436
AC110767.1	ENSG00000249441
AC097493.3	ENSG00000249443
AC114324.2	ENSG00000249444
AC021491.1	ENSG00000249451
AC093878.1	ENSG00000249452
AC092834.1	ENSG00000249453
AL731577.2	ENSG00000249456
AC092673.1	ENSG00000249458
AC096711.1	ENSG00000249463
AL592156.1	ENSG00000249467
AC147055.2	ENSG00000249472
AC020651.1	ENSG00000249474
AC008467.1	ENSG00000249476
AC010307.3	ENSG00000249478
AC096736.2	ENSG00000249479
AC026726.1	ENSG00000249483
AC091912.1	ENSG00000249486
AC114956.3	ENSG00000249492
AC008629.1	ENSG00000249494
AC117525.1	ENSG00000249495
AC006160.1	ENSG00000249502
AC108673.1	ENSG00000249505
AC023886.1	ENSG00000249509
AP003478.1	ENSG00000249510
AC110751.1	ENSG00000249513
AC011352.2	ENSG00000249518
AC093824.1	ENSG00000249520
AC147876.1	ENSG00000249522
AC034159.1	ENSG00000249525
AC008667.1	ENSG00000249526
AC098799.2	ENSG00000249531
AC106864.1	ENSG00000249532
AC117383.2	ENSG00000249540
AC116359.1	ENSG00000249541
AC012312.1	ENSG00000249545
AC092440.1	ENSG00000249547
AC091885.1	ENSG00000249562
AC098976.1	ENSG00000249563
AC097510.1	ENSG00000249564
AC104793.1	ENSG00000249568
AC034231.1	ENSG00000249572
AC010424.1	ENSG00000249577
AC113420.1	ENSG00000249579
AC010280.3	ENSG00000249588
AC004832.3	ENSG00000249590
AC139887.2	ENSG00000249592
AC011405.1	ENSG00000249593
BMPR1B-AS1	ENSG00000249599
AC106806.2	ENSG00000249600
AL589765.4	ENSG00000249602
AC096564.2	ENSG00000249604
AC008652.1	ENSG00000249605
AC108103.1	ENSG00000249607
AC080188.2	ENSG00000249609
AC010255.2	ENSG00000249610
AC106872.7	ENSG00000249617
AC106774.2	ENSG00000249620
AC113349.1	ENSG00000249621
AC079858.1	ENSG00000249623
AP000295.1	ENSG00000249624
AC024560.2	ENSG00000249626
AC017037.1	ENSG00000249627
AC005699.1	ENSG00000249631
AC109361.1	ENSG00000249635
AC008438.1	ENSG00000249637
AC027343.1	ENSG00000249638
AC022092.1	ENSG00000249639
AC097521.1	ENSG00000249642
AC114912.1	ENSG00000249645
AC106772.1	ENSG00000249650
AC008434.1	ENSG00000249655
AC005823.1	ENSG00000249658
AC027338.1	ENSG00000249664
AC097487.1	ENSG00000249675
AC097716.1	ENSG00000249678
AC106897.1	ENSG00000249679
AC106795.2	ENSG00000249684
AC079921.2	ENSG00000249685
AC108078.2	ENSG00000249686
AC022447.6	ENSG00000249688
AC138517.1	ENSG00000249689
AC110813.1	ENSG00000249690
AC026117.1	ENSG00000249691
AC009567.2	ENSG00000249692
AC026369.1	ENSG00000249695
AC034245.1	ENSG00000249697
AC105384.1	ENSG00000249706
AC112242.1	ENSG00000249708
AP001961.1	ENSG00000249710
AC026725.1	ENSG00000249713
AC110760.2	ENSG00000249717
AC112206.3	ENSG00000249721
AC025752.1	ENSG00000249722
AC079942.1	ENSG00000249725
AC097494.1	ENSG00000249727
AC093755.1	ENSG00000249729
AC126768.3	ENSG00000249731
LINC02236	ENSG00000249734
AC021146.5	ENSG00000249735
AC020980.1	ENSG00000249737
AC008691.1	ENSG00000249738
AC093890.1	ENSG00000249741
AC110772.1	ENSG00000249742
AC116345.1	ENSG00000249743
AC010374.2	ENSG00000249744
AC099509.1	ENSG00000249746
AC112204.2	ENSG00000249748
AC108156.1	ENSG00000249752
AC084357.2	ENSG00000249753
AC083829.1	ENSG00000249755
AC074133.1	ENSG00000249761
AC114786.1	ENSG00000249763
AC114811.1	ENSG00000249764
AC097535.2	ENSG00000249766
AC108210.1	ENSG00000249771
AC026427.1	ENSG00000249772
AC092647.5	ENSG00000249773
AC025458.1	ENSG00000249774
AC124854.1	ENSG00000249776
AC106800.2	ENSG00000249779
AC093809.1	ENSG00000249780
AC027328.1	ENSG00000249782
AC113385.1	ENSG00000249787
AC092490.1	ENSG00000249790
AC008494.2	ENSG00000249791
AC117522.2	ENSG00000249792
AC097462.2	ENSG00000249795
AC112178.1	ENSG00000249803
AC139720.1	ENSG00000249806
AC034229.1	ENSG00000249807
AC004704.1	ENSG00000249815
AC097375.2	ENSG00000249818
AC112240.1	ENSG00000249819
AC055753.1	ENSG00000249820
AC118282.3	ENSG00000249828
AC016559.1	ENSG00000249829
AC093725.1	ENSG00000249831
CCDC37-AS1	ENSG00000249833
AC121154.1	ENSG00000249837
AC011330.1	ENSG00000249839
AC010486.3	ENSG00000249842
AC112198.4	ENSG00000249843
AC104619.2	ENSG00000249847
AC112673.1	ENSG00000249848
AC138819.1	ENSG00000249849
AC145676.1	ENSG00000249852
AC116337.3	ENSG00000249856
AC027338.2	ENSG00000249857
AC021106.1	ENSG00000249863
AC027343.2	ENSG00000249865
AC090833.1	ENSG00000249867
AC136777.1	ENSG00000249868
AC083906.2	ENSG00000249869
AC005920.2	ENSG00000249870
AC116616.1	ENSG00000249875
AC010285.3	ENSG00000249876
AC105924.1	ENSG00000249877
AC026434.2	ENSG00000249878
AC008696.2	ENSG00000249881
AC104803.1	ENSG00000249883
AC108210.2	ENSG00000249887
AC106800.3	ENSG00000249888
AC107401.1	ENSG00000249890
AC093857.1	ENSG00000249892
AC024581.1	ENSG00000249894
AC025180.1	ENSG00000249899
AC121161.2	ENSG00000249901
AC010587.1	ENSG00000249904
AC006487.1	ENSG00000249906
AC119150.1	ENSG00000249916
AC034207.1	ENSG00000249921
AC007663.2	ENSG00000249923
AC097467.1	ENSG00000249924
AC117500.2	ENSG00000249926
AC025768.1	ENSG00000249927
AC007016.1	ENSG00000249930
AC026415.1	ENSG00000249941
AC239584.1	ENSG00000249942
AC097486.1	ENSG00000249943
AC008628.2	ENSG00000249944
AC131094.1	ENSG00000249945
AC010587.2	ENSG00000249950
AC108067.1	ENSG00000249951
AC084866.1	ENSG00000249955
AC024587.2	ENSG00000249959
AC067942.3	ENSG00000249960
AL157400.5	ENSG00000249962
AC025183.2	ENSG00000249966
AL355315.1	ENSG00000249967
AC074250.1	ENSG00000249970
AC104116.1	ENSG00000249971
AC108157.1	ENSG00000249976
AC106748.1	ENSG00000249977
AC145141.1	ENSG00000249981
AC005823.2	ENSG00000249982
AC026780.2	ENSG00000249984
AC021146.6	ENSG00000249985
AC092546.1	ENSG00000249988
AC025187.1	ENSG00000249994
AC106786.2	ENSG00000249996
AC106894.1	ENSG00000249998
AC027335.1	ENSG00000250001
LINC02107	ENSG00000250003
AC008638.2	ENSG00000250006
AC087457.1	ENSG00000250007
AC079848.1	ENSG00000250012
AC093286.1	ENSG00000250013
AC018752.1	ENSG00000250015
AC117529.1	ENSG00000250017
AC113430.1	ENSG00000250020
AC122138.1	ENSG00000250024
AC011396.2	ENSG00000250025
AC022272.1	ENSG00000250027
AC104806.1	ENSG00000250030
AC009927.1	ENSG00000250031
AC008869.1	ENSG00000250032
AC131956.1	ENSG00000250034
AC091965.2	ENSG00000250037
AC109588.1	ENSG00000250038
AC096719.1	ENSG00000250039
AC069360.1	ENSG00000250041
AC106895.1	ENSG00000250043
AC106864.2	ENSG00000250046
AC114316.2	ENSG00000250049
AC114781.2	ENSG00000250057
AC122710.1	ENSG00000250060
AC091976.1	ENSG00000250061
AC104827.1	ENSG00000250062
AC097480.1	ENSG00000250064
AC093248.1	ENSG00000250066
AL445187.1	ENSG00000250068
AC011379.1	ENSG00000250069
AC093214.1	ENSG00000250071
AC091940.1	ENSG00000250072
AP000866.2	ENSG00000250073
AC006499.2	ENSG00000250074
AC104806.2	ENSG00000250075
AC017013.1	ENSG00000250076
AC019133.1	ENSG00000250078
AC093300.1	ENSG00000250079
AC011416.1	ENSG00000250080
AC025176.1	ENSG00000250081
AC074255.1	ENSG00000250082
BX510359.5	ENSG00000250084
AC233724.8	ENSG00000250088
AL390198.2	ENSG00000250090
AC096576.3	ENSG00000250092
AC007370.1	ENSG00000250098
AC091893.1	ENSG00000250099
AC111000.3	ENSG00000250100
AC106795.3	ENSG00000250101
AP002748.1	ENSG00000250105
AC107982.1	ENSG00000250111
AC008723.1	ENSG00000250114
AC018682.1	ENSG00000250116
AC114300.1	ENSG00000250118
AC122694.1	ENSG00000250122
AC016550.3	ENSG00000250124
AC116563.1	ENSG00000250126
AC116424.1	ENSG00000250129
AC090519.1	ENSG00000250130
AC078881.1	ENSG00000250131
AC004803.1	ENSG00000250132
AL049795.2	ENSG00000250135
AC093607.1	ENSG00000250137
AC139495.3	ENSG00000250138
AC026801.2	ENSG00000250140
AC104619.3	ENSG00000250144
AC114940.1	ENSG00000250145
AC105919.1	ENSG00000250149
AC079349.1	ENSG00000250150
AC008957.1	ENSG00000250155
AC099509.2	ENSG00000250158
AC106791.1	ENSG00000250159
AC022447.7	ENSG00000250164
AC087241.1	ENSG00000250166
AC034206.1	ENSG00000250167
AC122719.2	ENSG00000250173
AC074344.2	ENSG00000250180
AC097173.1	ENSG00000250183
AC091180.3	ENSG00000250186
AC097504.1	ENSG00000250189
AC105252.1	ENSG00000250191
AC105390.1	ENSG00000250192
AC082650.1	ENSG00000250193
AC109458.1	ENSG00000250194
AC109927.1	ENSG00000250195
AC105914.1	ENSG00000250200
AC093827.2	ENSG00000250202
AC079776.4	ENSG00000250207
FO082796.1	ENSG00000250210
AC025554.1	ENSG00000250213
AC112225.1	ENSG00000250214
AC053527.1	ENSG00000250220
AC008443.5	ENSG00000250222
AC111193.1	ENSG00000250229
AP002754.1	ENSG00000250230
AC025754.1	ENSG00000250234
AC010273.2	ENSG00000250237
AC253576.1	ENSG00000250238
AC008840.1	ENSG00000250240
AC105383.1	ENSG00000250241
AC094104.1	ENSG00000250242
AC110296.1	ENSG00000250243
AC010307.4	ENSG00000250244
AC105313.1	ENSG00000250249
AC117522.3	ENSG00000250253
AC108112.1	ENSG00000250256
AC008496.2	ENSG00000250258
AC019103.1	ENSG00000250259
AC113382.2	ENSG00000250260
AL669918.1	ENSG00000250264
AC021237.1	ENSG00000250267
AC068647.2	ENSG00000250271
AC034199.1	ENSG00000250274
AC021146.7	ENSG00000250277
AC026124.1	ENSG00000250280
AC002401.2	ENSG00000250282
AC109439.2	ENSG00000250284
AC021491.2	ENSG00000250286
AC093844.1	ENSG00000250292
AP001960.1	ENSG00000250300
AP002884.3	ENSG00000250303
AC091826.1	ENSG00000250306
AC008453.1	ENSG00000250309
AC006487.2	ENSG00000250310
AC110760.3	ENSG00000250315
AC068880.1	ENSG00000250316
AC003072.1	ENSG00000250318
AC010460.2	ENSG00000250319
AC113383.1	ENSG00000250320
AC079140.2	ENSG00000250321
AC026402.1	ENSG00000250322
AC104596.1	ENSG00000250326
AC016559.2	ENSG00000250330
AC010460.3	ENSG00000250332
AC093725.2	ENSG00000250333
LINC01021	ENSG00000250337
AC095057.2	ENSG00000250338
AC105254.1	ENSG00000250344
AC104090.1	ENSG00000250345
AC005740.2	ENSG00000250347
AC113404.1	ENSG00000250348
AF241726.2	ENSG00000250349
AC104819.2	ENSG00000250350
AC233724.9	ENSG00000250351
AC069272.1	ENSG00000250354
AC108935.1	ENSG00000250357
AC008808.2	ENSG00000250360
AC008592.1	ENSG00000250362
AL139353.2	ENSG00000250365
AC007370.2	ENSG00000250371
AC097501.2	ENSG00000250375
AC093720.1	ENSG00000250376
AC008525.1	ENSG00000250377
AC114296.1	ENSG00000250378
AC020659.2	ENSG00000250379
AC008871.1	ENSG00000250383
AC106772.2	ENSG00000250385
AC233724.10	ENSG00000250386
AP001790.1	ENSG00000250390
AC092284.1	ENSG00000250391
AC093664.1	ENSG00000250393
AP006623.1	ENSG00000250397
AC097467.2	ENSG00000250398
LINC00977	ENSG00000250400
AC109471.1	ENSG00000250402
AC097460.2	ENSG00000250403
AC113367.3	ENSG00000250405
AC109811.1	ENSG00000250406
AC008728.1	ENSG00000250407
AC010608.1	ENSG00000250409
AC112722.1	ENSG00000250410
AC109458.2	ENSG00000250411
AC005674.1	ENSG00000250413
AC022113.2	ENSG00000250415
AC093292.1	ENSG00000250418
AC106798.1	ENSG00000250421
AC117529.2	ENSG00000250422
AC004691.2	ENSG00000250424
AC098976.2	ENSG00000250425
AC100858.1	ENSG00000250428
AC106872.8	ENSG00000250430
AC105914.2	ENSG00000250431
LINC01598	ENSG00000250432
AC025465.3	ENSG00000250438
AC109481.1	ENSG00000250441
AC092335.1	ENSG00000250448
AC008825.1	ENSG00000250453
AC117532.1	ENSG00000250455
AC093767.1	ENSG00000250458
AC122718.1	ENSG00000250461
AC105389.3	ENSG00000250467
AC253536.5	ENSG00000250470
AC017037.2	ENSG00000250475
AC034244.2	ENSG00000250480
AC010451.1	ENSG00000250481
AC108075.1	ENSG00000250484
AP004147.1	ENSG00000250493
AC009646.1	ENSG00000250494
AC017007.4	ENSG00000250500
AC093766.1	ENSG00000250501
AC093831.1	ENSG00000250503
AC245884.6	ENSG00000250507
AP000808.1	ENSG00000250508
AC034213.1	ENSG00000250509
AC098798.1	ENSG00000250511
AC116353.3	ENSG00000250515
AC021678.1	ENSG00000250516
AP002784.1	ENSG00000250519
AC004066.2	ENSG00000250522
AC093909.3	ENSG00000250523
AC106821.1	ENSG00000250524
AC021180.1	ENSG00000250532
AC104407.1	ENSG00000250538
AC104685.1	ENSG00000250540
AC092436.4	ENSG00000250541
AC110716.1	ENSG00000250543
AC079160.1	ENSG00000250546
AC079238.1	ENSG00000250547
AL355916.1	ENSG00000250548
AC008525.2	ENSG00000250555
AC093870.1	ENSG00000250560
AC079804.3	ENSG00000250561
AC109454.3	ENSG00000250564
AC010406.1	ENSG00000250567
AC098591.2	ENSG00000250568
AC108516.1	ENSG00000250572
AC006499.4	ENSG00000250573
AC112173.1	ENSG00000250574
AL732372.3	ENSG00000250575
AC012629.1	ENSG00000250576
AC109927.2	ENSG00000250577
AC022424.1	ENSG00000250579
AC034232.2	ENSG00000250583
AC055733.2	ENSG00000250592
AC108145.1	ENSG00000250594
AC096751.1	ENSG00000250596
AC093689.1	ENSG00000250597
AC093535.1	ENSG00000250602
AC068658.1	ENSG00000250603
AC098679.2	ENSG00000250604
AC010210.1	ENSG00000250608
AC110753.1	ENSG00000250609
AC098862.1	ENSG00000250611
AC114786.2	ENSG00000250612
AC110768.2	ENSG00000250613
AC005522.2	ENSG00000250614
AC008581.1	ENSG00000250615
AC012645.1	ENSG00000250616
AC023141.11	ENSG00000250618
AC021088.1	ENSG00000250619
AC093325.1	ENSG00000250622
AL136360.2	ENSG00000250623
AL031073.1	ENSG00000250625
AC093909.4	ENSG00000250626
AC091435.2	ENSG00000250629
AC019193.1	ENSG00000250636
AC134698.1	ENSG00000250637
AC090835.1	ENSG00000250640
AL662899.2	ENSG00000250641
AC098799.3	ENSG00000250642
AC083906.3	ENSG00000250643
AC068580.4	ENSG00000250644
AC010442.2	ENSG00000250645
AC111194.2	ENSG00000250646
AC093534.1	ENSG00000250650
AC023794.3	ENSG00000250654
AC096661.1	ENSG00000250655
AC097451.1	ENSG00000250657
AC097652.1	ENSG00000250658
AP001363.1	ENSG00000250659
AC073429.1	ENSG00000250665
AC106774.3	ENSG00000250667
AC112206.4	ENSG00000250669
AC010343.2	ENSG00000250672
AC097372.1	ENSG00000250673
AC136628.1	ENSG00000250674
AC114781.3	ENSG00000250677
AC008629.2	ENSG00000250678
AL121796.1	ENSG00000250681
AC009123.1	ENSG00000250685
AL049544.1	ENSG00000250686
AC146944.2	ENSG00000250687
AC008667.2	ENSG00000250692
AC010387.1	ENSG00000250694
AC111000.4	ENSG00000250696
