#hg19.knownToEnsembl.value	hg19.kgXref.kgID	hg19.kgXref.geneSymbol	hg19.kgXref.refseq	hg19.knownToRefSeq.value
ENST00000389680	uc022bqo.2	MT-RNR1		n/a
ENST00000335756	uc002rhs.3	CENPA	NM_001042426	NM_001042426
ENST00000460030	uc002rht.3	CENPA	NM_001809	NM_001809
ENST00000288699	uc002rhu.4	DPYSL5	NM_020134	NM_020134
ENST00000288699	uc002rhv.4	DPYSL5	NM_001253723	NM_001253723
ENST00000288699	uc021vev.1	DPYSL5	NM_001253724	NM_001253724
ENST00000475633	uc010yld.2	MAPRE3	NM_012326	NM_012326
ENST00000233121	uc002rhw.3	MAPRE3	NM_012326	NM_012326
ENST00000238788	uc002ria.4	TMEM214	NM_017727	NM_017727
ENST00000238788	uc002rib.4	TMEM214	NM_001083590	NM_001083590
ENST00000323064	uc002rid.3	AGBL5	NM_001035507	NM_001035507
ENST00000487078	uc002rie.3	AGBL5	NM_021831	NM_021831
ENST00000487078	uc002rif.3	AGBL5	NM_001035507	NM_001035507
ENST00000380320	uc010eyq.2	EMILIN1	NM_007046	NM_007046
ENST00000380320	uc002rii.4	EMILIN1	NM_007046	NM_007046
ENST00000433140	uc002rik.4	EMILIN1	NM_007046	NM_007046
ENST00000260599	uc002ril.2	KHK	NM_000221	NM_000221
ENST00000260598	uc002rim.2	KHK	NM_006488	NM_006488
ENST00000260599	uc002rio.2	KHK		NM_000221
ENST00000316470	uc002rit.3	ABHD1	NM_032604	NM_032604
ENST00000448950	uc002riu.3	ABHD1		NM_032604
ENST00000448950	uc002riv.3	ABHD1		NM_032604
ENST00000296096	uc010ylg.2	TCF23	NM_175769	NM_175769
ENST00000380171	uc002rjf.3	ATRAID	NM_001170795	NM_001170795
ENST00000405489	uc002rjg.3	ATRAID	NM_016085	NM_016085
ENST00000264705	uc002rji.3	CAD	NM_004341	NM_004341
ENST00000264705	uc010eyw.3	CAD	NM_004341	NM_004341
ENST00000296097	uc002rjl.1	DNAJC5G	NM_173650	NM_173650
ENST00000296097	uc010yli.1	DNAJC5G		NM_173650
ENST00000402462	uc002rjm.1	DNAJC5G	NM_173650	NM_173650
ENST00000296098	uc002rjn.3	TRIM54	NM_032546	NM_032546
ENST00000380075	uc002rjo.3	TRIM54	NM_187841	NM_187841
ENST00000416453	uc002rjy.3	GTF3C2-AS1		NR_038427
ENST00000233575	uc002rkh.2	SNX17		NR_049784
ENST00000440760	uc010eza.2	SNX17		NR_049785
ENST00000233575	uc002rki.2	SNX17		NR_049788
ENST00000233575	uc010ylj.2	SNX17	NM_001267061	NM_001267061
ENST00000233575	uc010yll.2	SNX17		NR_049783
ENST00000233575	uc002rkg.2	SNX17	NM_014748	NM_014748
ENST00000233575	uc010ylm.2	SNX17		NR_049786
ENST00000233575	uc010yln.2	SNX17	NM_001267059	NM_001267059
ENST00000233575	uc010ylo.2	SNX17		NR_049782
ENST00000233575	uc010ylp.2	SNX17	NM_001267060	NM_001267060
ENST00000233575	uc010ylk.2	SNX17	NM_001267061	NM_001267061
ENST00000542478	uc010ylq.2	SNX17		NR_049784
ENST00000233557	uc002rko.3	NRBP1	NM_013392	NM_013392
ENST00000233557	uc002rkp.3	NRBP1	NM_013392	NM_013392
ENST00000460499	uc002rkr.3	NRBP1	NM_013392	NM_013392
ENST00000288873	uc002rks.3	KRTCAP3	NM_173853	NM_173853
ENST00000288873	uc010ylr.2	KRTCAP3	NM_173853	NM_173853
ENST00000407293	uc002rkt.3	KRTCAP3	NM_173853	NM_173853
ENST00000543753	uc021vfd.1	KRTCAP3	NM_001168364	NM_001168364
ENST00000264717	uc002rky.3	GCKR	NM_001486	NM_001486
ENST00000264717	uc010ezd.3	GCKR	NM_001486	NM_001486
ENST00000264717	uc010ylu.2	GCKR		NM_001486
ENST00000408964	uc002rkz.4	C2orf16	NM_032266	NM_032266
ENST00000355467	uc010ylx.3	ZNF512	NM_001271318	NM_001271318
ENST00000355467	uc010ylz.3	ZNF512	NM_001271289	NM_001271289
ENST00000355467	uc010ylv.3	ZNF512	NM_001271318	NM_001271318
ENST00000355467	uc002rla.4	ZNF512	NM_032434	NM_032434
ENST00000355467	uc010ylw.3	ZNF512	NM_001271286	NM_001271286
ENST00000355467	uc002rlb.4	ZNF512	NM_001271287	NM_001271287
ENST00000355467	uc002rlc.4	ZNF512	NM_001271288	NM_001271288
ENST00000505973	uc010yly.2	RP11-158I13.2		NM_001271287
ENST00000461249	uc010ezg.1	GPN1	NM_001145049	NM_001145049
ENST00000424214	uc010ezf.3	GPN1	NM_001145047	NM_001145047
ENST00000458167	uc010ymb.2	GPN1	NM_001145049	NM_001145049
ENST00000424214	uc010yma.2	GPN1	NM_001145048	NM_001145048
ENST00000264718	uc010ymd.2	GPN1	NM_001145049	NM_001145049
ENST00000264718	uc010ymc.2	GPN1	NM_007266	NM_007266
ENST00000326019	uc002rlk.4	SLC4A1AP	NM_018158	NM_018158
ENST00000296102	uc002rlm.1	MRPL33	NM_004891	NM_004891
ENST00000296102	uc002rln.1	MRPL33	NM_145330	NM_145330
ENST00000584745	uc021vff.1	MIR4263		NR_036230
ENST00000379632	uc002rlq.3	BABAM2	NM_199193	NM_199193
ENST00000342045	uc002rlr.3	BABAM2	NM_199194	NM_199194
ENST00000361704	uc002rlt.3	BABAM2	NM_199192	NM_199192
ENST00000344773	uc002rls.3	BABAM2	NM_004899	NM_004899
ENST00000344773	uc002rlu.3	BABAM2	NM_199191	NM_199191
ENST00000344773	uc002rlp.2	BABAM2	NM_001261840	NM_001261840
ENST00000379624	uc002rlv.3	BABAM2	NM_199194	NM_199194
ENST00000264716	uc002rma.3	FOSL2	NM_005253	NM_005253
ENST00000379619	uc010ymi.2	FOSL2	NM_005253	NM_005253
ENST00000379619	uc021vfg.1	FOSL2	NM_005253	NM_005253
ENST00000329020	uc002rmd.1	PLB1		NM_153021
ENST00000436544	uc002rmc.3	PLB1	NM_153021	NM_153021
ENST00000327757	uc002rmb.2	PLB1	NM_153021	NM_153021
ENST00000422425	uc010ezj.2	PLB1	NM_001170585	NM_001170585
ENST00000422425	uc002rme.2	PLB1		NM_001170585
ENST00000410300	uc021vfh.1	5S_rRNA		n/a
ENST00000455580	uc010ymk.2	PPP1CB	NM_206876	NM_206876
ENST00000358506	uc010ymj.2	PPP1CB	NM_206876	NM_206876
ENST00000358506	uc002rmg.3	PPP1CB	NM_206876	NM_206876
ENST00000358506	uc010yml.2	PPP1CB	NM_206876	NM_206876
ENST00000395366	uc002rmh.3	PPP1CB	NM_002709	NM_002709
ENST00000462832	uc002rmi.3	SPDYA	NM_001008779	NM_001008779
ENST00000462832	uc002rml.3	SPDYA	NM_001008779	NM_001008779
ENST00000334056	uc002rmj.3	SPDYA	NM_182756	NM_182756
ENST00000379579	uc002rmk.3	SPDYA	NM_001142634	NM_001142634
ENST00000585078	uc002rmp.1	SNORD92		NR_003074
ENST00000579969	uc002rmq.1	SNORD53		NR_002741
ENST00000577887	uc021vfj.1	SNORD53_SNORD92		n/a
ENST00000407426	uc002rmo.2	WDR43	NM_015131	NM_015131
ENST00000475900	uc002rms.1	TOGARAM2		NM_199280
ENST00000379558	uc010ezl.3	TOGARAM2	NM_199280	NM_199280
ENST00000379558	uc010ymm.2	TOGARAM2	NM_199280	NM_199280
ENST00000379558	uc002rmr.4	TOGARAM2		NM_199280
ENST00000401617	uc010ymn.1	CLIP4	NM_024692	NM_024692
ENST00000404424	uc010ezm.1	CLIP4	NM_024692	NM_024692
ENST00000401605	uc002rmu.3	CLIP4	NM_024692	NM_024692
ENST00000320081	uc002rmv.3	CLIP4	NM_024692	NM_024692
ENST00000320081	uc002rmw.3	CLIP4		NM_024692
ENST00000379520	uc002rna.4	YPEL5	NM_001127401	NM_001127401
ENST00000379519	uc002rnb.4	YPEL5	NM_001127399	NM_001127399
ENST00000379519	uc002rnc.4	YPEL5	NM_001127400	NM_001127400
ENST00000379519	uc002rmz.4	YPEL5	NM_016061	NM_016061
ENST00000379519	uc010ezn.3	YPEL5		NM_016061
ENST00000379520	uc002rnd.3	YPEL5	NM_016061	NM_016061
ENST00000395323	uc002rne.2	LBH	NM_030915	NM_030915
ENST00000395323	uc031rnx.1	LBH		NM_030915
ENST00000421976	uc002rnf.1	LINC01936		n/a
ENST00000319406	uc002rnk.1	LCLAT1	NM_182551	NM_182551
ENST00000309052	uc002rnj.3	LCLAT1	NM_182551	NM_182551
ENST00000309052	uc010ymp.2	LCLAT1		NM_182551
ENST00000309052	uc002rnl.3	LCLAT1	NM_001002257	NM_001002257
ENST00000309052	uc010ymq.2	LCLAT1	NM_001002257	NM_001002257
ENST00000364801	uc021vfo.1	5S_rRNA		n/a
ENST00000322054	uc002rnu.3	EHD3	NM_014600	NM_014600
ENST00000541626	uc010ymt.2	EHD3		NM_014600
ENST00000315285	uc002roc.3	SPAST	NM_014946	NM_014946
ENST00000345662	uc002rod.3	SPAST	NM_199436	NM_199436
ENST00000282587	uc002rof.2	SLC30A6	NM_001193513	NM_001193513
ENST00000282587	uc002roe.2	SLC30A6	NM_017964	NM_017964
ENST00000282587	uc010ymw.2	SLC30A6	NM_001193515	NM_001193515
ENST00000282587	uc010ezr.2	SLC30A6	NM_001193514	NM_001193514
ENST00000282587	uc002rog.2	SLC30A6		NM_017964
ENST00000282587	uc010ezs.2	SLC30A6	NM_001193515	NM_001193515
ENST00000282587	uc002roh.2	SLC30A6		NM_017964
ENST00000238831	uc002rok.3	YIPF4	NM_032312	NM_032312
ENST00000384920	uc021vfr.1	MIR558		NR_030285
ENST00000421745	uc010ezu.3	BIRC6	NM_016252	NM_016252
ENST00000585007	uc021vfs.1	MIR4765		NR_039922
ENST00000317907	uc002rom.3	TTC27	NM_017735	NM_017735
ENST00000317907	uc010ymx.2	TTC27	NM_001193509	NM_001193509
ENST00000414054	uc002roq.2	LINC00486		NR_027098
ENST00000414054	uc002roo.2	LINC00486		NR_027098
ENST00000424364	uc002rop.1	LINC00486		NR_027099
ENST00000424364	uc010ymy.1	LINC00486		NR_027099
ENST00000440786	uc002ror.3	LINC00486		NR_027097
ENST00000354476	uc021vft.1	LTBP1	NM_206943	NM_206943
ENST00000390003	uc002rou.3	LTBP1	NM_000627	NM_000627
ENST00000390003	uc002rov.3	LTBP1	NM_001166265	NM_001166265
ENST00000418533	uc010ymz.2	LTBP1	NM_001166264	NM_001166264
ENST00000418533	uc010yna.2	LTBP1	NM_001166266	NM_001166266
ENST00000404525	uc010ynb.2	LTBP1	NM_001166266	NM_001166266
ENST00000484909	uc002row.1	RASGRP3		NM_170672
ENST00000402538	uc002rox.3	RASGRP3	NM_170672	NM_170672
ENST00000403687	uc010ync.2	RASGRP3	NM_001139488	NM_001139488
ENST00000407811	uc002roy.3	RASGRP3	NM_015376	NM_015376
ENST00000280527	uc002rpd.3	CRIM1	NM_016441	NM_016441
ENST00000457137	uc002rpk.3	VIT	NM_001177972	NM_001177972
ENST00000389975	uc010ynf.2	VIT	NM_001177972	NM_001177972
ENST00000379242	uc002rpl.3	VIT	NM_053276	NM_053276
ENST00000389975	uc002rpm.3	VIT	NM_001177969	NM_001177969
ENST00000389975	uc010ezv.3	VIT	NM_001177971	NM_001177971
ENST00000389975	uc010ezw.3	VIT	NM_001177970	NM_001177970
ENST00000516709	uc021vfx.1	RNU6-846P		n/a
ENST00000608836	uc010ezz.3	GPATCH11	NM_174931	NM_174931
ENST00000608836	uc002rpr.4	GPATCH11		NM_174931
ENST00000402297	uc002rpy.2	CEBPZOS		NR_037879
ENST00000402297	uc002rpx.2	CEBPZOS		NR_037880
ENST00000002125	uc010ynj.1	NDUFAF7		NM_144736
ENST00000002125	uc002rqa.4	NDUFAF7	NM_144736	NM_144736
ENST00000002125	uc002rqc.4	NDUFAF7	NM_001083946	NM_001083946
ENST00000002125	uc010ynk.2	NDUFAF7	NM_001083946	NM_001083946
ENST00000002125	uc010ynl.2	NDUFAF7	NM_144736	NM_144736
ENST00000002125	uc010fah.3	NDUFAF7		NM_144736
ENST00000338415	uc002rqg.3	QPCT	NM_012413	NM_012413
ENST00000440353	uc002rqk.1	RMDN2	NM_001170793	NM_001170793
ENST00000406384	uc002rql.3	RMDN2	NM_001170791	NM_001170791
ENST00000406384	uc021vga.1	RMDN2	NM_001170792	NM_001170792
ENST00000417700	uc002rqm.3	RMDN2	NM_001170793	NM_001170793
ENST00000234195	uc002rqn.2	RMDN2	NM_144713	NM_144713
ENST00000413828	uc010faj.2	CYP1B1-AS1		NR_027252
ENST00000272252	uc002rqy.3	GALM	NM_138801	NM_138801
ENST00000409011	uc002rrb.3	GEMIN6		NM_024775
ENST00000409011	uc002rrc.3	GEMIN6	NM_024775	NM_024775
ENST00000340556	uc010fak.3	MORN2	NM_001145450	NM_001145450
ENST00000409978	uc021vgd.1	ARHGEF33	NM_001145451	NM_001145451
ENST00000449569	uc002rrr.1	MAP4K3-DT		NR_037875
ENST00000449569	uc002rrs.1	MAP4K3-DT		NR_037875
ENST00000426083	uc002rrq.3	MAP4K3-DT		NR_037875
ENST00000281961	uc010fam.2	TMEM178A		NM_152390
ENST00000281961	uc021vgg.1	TMEM178A	NM_001167959	NM_001167959
ENST00000281961	uc002rrt.3	TMEM178A	NM_152390	NM_152390
ENST00000444629	uc002rrw.3	SLC8A1-AS1		NR_038441
ENST00000411313	uc021vgj.1	RNU4-63P		n/a
ENST00000398796	uc002rse.3	LINC01913		NR_033996
ENST00000398796	uc010fao.2	LINC01913		NR_033996
ENST00000294964	uc002rsg.3	PKDCC	NM_138370	NM_138370
ENST00000409040	uc002rsh.4	EML4		NM_019063
ENST00000318522	uc002rsi.3	EML4	NM_019063	NM_019063
ENST00000318522	uc010fap.3	EML4	NM_001145076	NM_001145076
ENST00000406175	uc002rsj.3	EML4	NM_001145076	NM_001145076
ENST00000406175	uc010faq.3	EML4		NM_001145076
ENST00000406175	uc010ynv.2	EML4		NM_001145076
ENST00000408373	uc021vgl.1	SNORD75		n/a
ENST00000407270	uc002rsq.3	MTA3	NM_020744	NM_020744
ENST00000406911	uc021vgm.1	MTA3	NM_020744	NM_020744
ENST00000405592	uc002rso.1	MTA3	NM_020744	NM_020744
ENST00000406652	uc002rsp.1	MTA3	NM_020744	NM_020744
ENST00000405000	uc002rte.3	PLEKHH2		NM_172069
ENST00000405223	uc002rtf.3	PLEKHH2	NM_172069	NM_172069
ENST00000282406	uc010yny.2	PLEKHH2	NM_172069	NM_172069
ENST00000406852	uc002rth.3	DYNC2LI1	NM_015522	NM_015522
ENST00000398823	uc002rti.3	DYNC2LI1		NM_015522
ENST00000378587	uc021vgq.1	DYNC2LI1	NM_016008	NM_016008
ENST00000260605	uc002rtl.3	DYNC2LI1	NM_001193464	NM_001193464
ENST00000260605	uc002rtk.3	DYNC2LI1	NM_016008	NM_016008
ENST00000260605	uc010ynz.2	DYNC2LI1		NM_016008
ENST00000272286	uc002rtq.3	ABCG8	NM_022437	NM_022437
ENST00000272286	uc010yoa.2	ABCG8	NM_022437	NM_022437
ENST00000409895	uc002rts.3	PPM1B	NM_001033556	NM_001033556
ENST00000282412	uc002rtt.3	PPM1B	NM_002706	NM_002706
ENST00000409432	uc002rtu.3	PPM1B	NM_001033557	NM_001033557
ENST00000282412	uc002rtv.3	PPM1B	NM_177969	NM_177969
ENST00000378551	uc002rtw.3	PPM1B	NM_177968	NM_177968
ENST00000378540	uc002rtx.3	PPM1B	NM_001033557	NM_001033557
ENST00000410056	uc002rty.3	SLC3A1	NM_000341	NM_000341
ENST00000260649	uc002rtz.2	SLC3A1	NM_000341	NM_000341
ENST00000409229	uc002rua.3	SLC3A1	NM_000341	NM_000341
ENST00000409387	uc002rub.2	SLC3A1	NM_000341	NM_000341
ENST00000260649	uc002ruc.4	SLC3A1	NM_000341	NM_000341
ENST00000409380	uc002rud.4	SLC3A1	NM_000341	NM_000341
ENST00000409740	uc002rue.4	SLC3A1	NM_000341	NM_000341
ENST00000403853	uc002rul.2	CAMKMT	NM_024766	NM_024766
ENST00000378494	uc002rum.3	CAMKMT	NM_024766	NM_024766
ENST00000260653	uc002run.2	SIX3	NM_005413	NM_005413
ENST00000467135	uc002ruu.3	PRKCE		NM_005400
ENST00000306156	uc002rut.3	PRKCE	NM_005400	NM_005400
ENST00000263734	uc002ruv.3	EPAS1	NM_001430	NM_001430
ENST00000466465	uc002ruw.3	EPAS1	NM_001430	NM_001430
ENST00000449601	uc002rux.3	LINC02583		n/a
ENST00000434431	uc010yod.3	TMEM247	NM_001145051	NM_001145051
ENST00000238738	uc002rva.3	RHOQ	NM_012249	NM_012249
ENST00000238892	uc002rve.3	CRIPT	NM_014171	NM_014171
ENST00000306503	uc002rvf.3	SOCS5	NM_014011	NM_014011
ENST00000306503	uc002rvg.3	SOCS5	NM_144949	NM_144949
ENST00000409912	uc002rvh.3	LINC01118		NR_034099
ENST00000490950	uc002rvi.3	LINC01119		NR_024452
ENST00000468141	uc002rvj.1	LINC01119		NR_024452
ENST00000319190	uc002rvn.1	TTC7A		NM_020458
ENST00000319190	uc002rvm.3	TTC7A	NM_020458	NM_020458
ENST00000319190	uc002rvo.3	TTC7A	NM_020458	NM_020458
ENST00000319190	uc010fbb.3	TTC7A	NM_020458	NM_020458
ENST00000319190	uc010fbc.3	TTC7A		NM_020458
ENST00000409825	uc002rvp.3	TTC7A		NM_020458
ENST00000409825	uc002rvq.3	TTC7A	NM_020458	NM_020458
ENST00000409825	uc002rvr.3	TTC7A		NM_020458
ENST00000385188	uc021vhd.1	MIR559		NR_030286
ENST00000263735	uc002rvx.3	EPCAM	NM_002354	NM_002354
ENST00000233146	uc010fbf.2	MSH2		NM_000251
ENST00000543555	uc010fbh.1	MSH2		NM_001258281
ENST00000543555	uc010fbi.1	MSH2		NM_001258281
ENST00000233146	uc010yoh.2	MSH2	NM_001258281	NM_001258281
ENST00000233146	uc002rvy.2	MSH2	NM_000251	NM_000251
ENST00000233146	uc010fbg.3	MSH2	NM_001258281	NM_001258281
ENST00000406134	uc002rvz.4	MSH2	NM_000251	NM_000251
ENST00000234420	uc002rwc.2	MSH6	NM_000179	NM_000179
ENST00000234420	uc002rwd.4	MSH6	NM_000179	NM_000179
ENST00000445503	uc010fbj.3	MSH6		NM_000179
ENST00000538136	uc010yoj.2	MSH6		NM_000179
ENST00000340553	uc002rwh.1	FOXN2	NM_002158	NM_002158
ENST00000281394	uc002rwi.1	PPP1R21	NM_001193475	NM_001193475
ENST00000281394	uc002rwj.3	PPP1R21	NM_152994	NM_152994
ENST00000416913	uc002rwl.3	PPP1R21	NM_001135629	NM_001135629
ENST00000416913	uc002rwm.3	PPP1R21	NM_001135629	NM_001135629
ENST00000281394	uc002rwk.3	PPP1R21	NM_152994	NM_152994
ENST00000281394	uc010yok.2	PPP1R21	NM_001193475	NM_001193475
ENST00000406226	uc002rwo.4	STON1	NM_001198595	NM_001198595
ENST00000404752	uc010fbm.3	STON1	NM_006873	NM_006873
ENST00000394754	uc002rwp.2	STON1-GTF2A1L	NM_172311	NM_172311
ENST00000309827	uc010yol.2	STON1-GTF2A1L	NM_001198594	NM_001198594
ENST00000403751	uc002rws.2	GTF2A1L	NM_006872	NM_006872
ENST00000430487	uc010yom.2	GTF2A1L	NM_001193487	NM_001193487
ENST00000402114	uc021vhf.1	STON1-GTF2A1L	NM_001198593	NM_001198593
ENST00000295304	uc002rxk.1	CHAC2	NM_001008708	NM_001008708
ENST00000185150	uc002rxl.3	ERLEC1	NM_015701	NM_015701
ENST00000185150	uc002rxm.3	ERLEC1	NM_001127397	NM_001127397
ENST00000378239	uc002rxn.3	ERLEC1	NM_001127398	NM_001127398
ENST00000394666	uc002rxq.4	ACYP2	NM_138448	NM_138448
ENST00000398634	uc002rxt.1	C2orf73	NM_001100396	NM_001100396
ENST00000398634	uc010yor.1	C2orf73		NM_001100396
ENST00000317627	uc002rxs.1	C2orf73		NM_001100396
ENST00000317627	uc010yos.1	C2orf73		NM_001100396
ENST00000395315	uc010yot.1	RPL23AP32		NR_002229
ENST00000356805	uc002rxv.1	SPTBN1	NM_178313	NM_178313
ENST00000333896	uc002rxx.3	SPTBN1	NM_178313	NM_178313
ENST00000333896	uc002rxy.3	SPTBN1		NM_178313
ENST00000356805	uc002rxu.3	SPTBN1	NM_003128	NM_003128
ENST00000356805	uc010you.2	SPTBN1		NM_003128
ENST00000516698	uc021vhq.1	RNU7-81P		n/a
ENST00000356458	uc002ryb.4	EML6	NM_001039753	NM_001039753
ENST00000356458	uc002rya.3	EML6		NM_001039753
ENST00000272317	uc010yow.2	RPS27A	NM_001135592	NM_001135592
ENST00000272317	uc002ryk.3	RPS27A	NM_002954	NM_002954
ENST00000404735	uc021vhs.1	RPS27A	NM_001177413	NM_001177413
ENST00000563365	uc010yoy.2	PRORSD1P		NR_027258
ENST00000339012	uc002ryy.2	CFAP36	NM_080667	NM_080667
ENST00000339012	uc002ryx.2	CFAP36	NM_080667	NM_080667
ENST00000606639	uc002rzk.3	RP11-481J13.1		n/a
ENST00000607540	uc021vhw.1	RP11-482H16.1		NM_001080433
ENST00000407595	uc002rzn.3	CCDC85A	NM_001080433	NM_001080433
ENST00000390866	uc031roc.1	SNORD78		n/a
ENST00000440705	uc010yph.1	VRK2	NM_001130483	NM_001130483
ENST00000435505	uc002rzo.2	VRK2	NM_001130482	NM_001130482
ENST00000417641	uc010fcb.2	VRK2	NM_001130483	NM_001130483
ENST00000412104	uc002rzt.3	VRK2		NR_036441
ENST00000412104	uc002rzs.3	VRK2	NM_001130483	NM_001130483
ENST00000412104	uc002rzp.4	VRK2	NM_006296	NM_006296
ENST00000412104	uc002rzv.3	VRK2	NM_001130480	NM_001130480
ENST00000412104	uc010fcd.3	VRK2	NM_001130482	NM_001130482
ENST00000412104	uc010fcc.4	VRK2		NR_049781
ENST00000412104	uc002rzu.3	VRK2	NM_001130483	NM_001130483
ENST00000412104	uc010ypg.2	VRK2	NM_001130481	NM_001130481
ENST00000452840	uc002rzy.3	LINC01122		NR_033873
ENST00000452840	uc021vhz.2	LINC01122		NR_033873
ENST00000516917	uc021vib.1	5S_rRNA		n/a
ENST00000412217	uc002sai.3	PAPOLG	NM_022894	NM_022894
ENST00000412217	uc002saj.3	PAPOLG		NM_022894
ENST00000412217	uc002sak.3	PAPOLG		NM_022894
ENST00000412217	uc010fch.3	PAPOLG	NM_022894	NM_022894
ENST00000295025	uc002sam.1	REL	NM_002908	NM_002908
ENST00000295025	uc002san.1	REL	NM_002908	NM_002908
ENST00000410319	uc021vih.1	5S_rRNA		n/a
ENST00000401576	uc010fcj.2	PEX13		NM_002618
ENST00000401576	uc002sas.3	PEX13		NM_002618
ENST00000401576	uc002sat.3	PEX13		NM_002618
ENST00000295030	uc002sau.4	PEX13	NM_002618	NM_002618
ENST00000482513	uc002sav.4	KIAA1841	NM_032506	NM_032506
ENST00000402291	uc002saw.4	KIAA1841	NM_001129993	NM_001129993
ENST00000453186	uc002sax.4	KIAA1841		NM_001129993
ENST00000295031	uc002say.3	KIAA1841	NM_032506	NM_032506
ENST00000398622	uc002sba.2	C2orf74		NM_001143960
ENST00000426997	uc010ypl.1	C2orf74	NM_001143960	NM_001143960
ENST00000432605	uc010ypm.1	C2orf74	NM_001143959	NM_001143959
ENST00000357022	uc002sbb.2	AHSA2	NM_152392	NM_152392
ENST00000394457	uc002sbc.2	AHSA2	NM_152392	NM_152392
ENST00000311832	uc002sbp.3	COMMD1	NM_152516	NM_152516
ENST00000579892	uc031rod.1	MIR5192		NR_049824
ENST00000301998	uc002sbs.3	B3GNT2	NM_006577	NM_006577
ENST00000472809	uc002sca.3	EHBP1		NM_001142614
ENST00000494958	uc010fcq.1	EHBP1		NM_001142614
ENST00000405015	uc002sbx.2	EHBP1		NM_001142614
ENST00000431489	uc010fcp.3	EHBP1	NM_001142615	NM_001142615
ENST00000263991	uc002sby.3	EHBP1	NM_015252	NM_015252
ENST00000431489	uc002sbz.3	EHBP1	NM_001142616	NM_001142616
ENST00000263991	uc002scb.3	EHBP1	NM_001142614	NM_001142614
ENST00000366671	uc021vim.1	OTX1	NM_001199770	NM_001199770
ENST00000282549	uc002scd.3	OTX1	NM_014562	NM_014562
ENST00000282549	uc010ypt.2	OTX1		NM_014562
ENST00000233114	uc002scj.2	MDH1	NM_005917	NM_005917
ENST00000539945	uc010ypv.2	MDH1	NM_001199111	NM_001199111
ENST00000539945	uc010ypw.2	MDH1	NM_001199112	NM_001199112
ENST00000394417	uc002scl.3	UGP2	NM_001001521	NM_001001521
ENST00000337130	uc002scm.3	UGP2	NM_006759	NM_006759
ENST00000445915	uc010ypx.2	UGP2	NM_001001521	NM_001001521
ENST00000238875	uc002scy.4	LGALSL	NM_014181	NM_014181
ENST00000238855	uc002scz.3	AFTPH	NM_203437	NM_203437
ENST00000238856	uc002sda.3	AFTPH	NM_001002243	NM_001002243
ENST00000238856	uc002sdb.3	AFTPH	NM_017657	NM_017657
ENST00000422803	uc002sdc.3	AFTPH	NM_203437	NM_203437
ENST00000417695	uc002sdd.3	LINC02579		NR_034023
ENST00000234256	uc010ypz.2	SLC1A4	NM_001193493	NM_001193493
ENST00000234256	uc010yqa.2	SLC1A4	NM_003038	NM_003038
ENST00000480594	uc002sdh.3	SLC1A4	NM_001193493	NM_001193493
ENST00000537589	uc002sdj.2	CEP68	NM_015147	NM_015147
ENST00000546106	uc010yqd.1	CEP68	NM_015147	NM_015147
ENST00000377990	uc010yqb.1	CEP68		NM_015147
ENST00000377990	uc002sdl.4	CEP68	NM_015147	NM_015147
ENST00000377990	uc002sdk.4	CEP68	NM_015147	NM_015147
ENST00000377990	uc010yqc.2	CEP68	NM_015147	NM_015147
ENST00000542850	uc010yqf.1	ACTR2	NM_005722	NM_005722
ENST00000260641	uc002sdp.3	ACTR2	NM_001005386	NM_001005386
ENST00000260641	uc002sdq.3	ACTR2	NM_005722	NM_005722
ENST00000260641	uc010yqg.2	ACTR2		NM_001005386
ENST00000441506	uc010fcz.2	AC074391.1		n/a
ENST00000606978	uc010fcy.1	AC074391.1		n/a
ENST00000607539	uc010fdb.1	AC074391.1		n/a
ENST00000495021	uc002sdw.1	MEIS1	NM_002398	NM_002398
ENST00000488550	uc002sdt.3	MEIS1		NM_002398
ENST00000272369	uc002sdu.3	MEIS1	NM_002398	NM_002398
ENST00000272369	uc010yqh.2	MEIS1		NM_002398
ENST00000272369	uc010yqi.2	MEIS1	NM_002398	NM_002398
ENST00000452716	uc002sdx.3	LINC01828		n/a
ENST00000272342	uc002sdz.1	ETAA1	NM_019002	NM_019002
ENST00000263657	uc002seh.3	PNO1	NM_020143	NM_020143
ENST00000234313	uc002sen.4	PLEK	NM_002664	NM_002664
ENST00000234313	uc010fde.3	PLEK		NM_002664
ENST00000303795	uc010fdf.2	APLF	NM_173545	NM_173545
ENST00000529851	uc002ser.1	APLF	NM_173545	NM_173545
ENST00000303795	uc002sep.3	APLF	NM_173545	NM_173545
ENST00000471727	uc002seq.1	APLF		NM_173545
ENST00000303786	uc002ses.3	APLF		NM_138964
ENST00000303786	uc010yqj.2	PROKR1	NM_138964	NM_138964
ENST00000463483	uc010yqk.2	ARHGAP25	NM_001166276	NM_001166276
ENST00000473986	uc010fdh.1	ARHGAP25		NM_001166276
ENST00000497079	uc002sev.3	ARHGAP25	NM_001166276	NM_001166276
ENST00000295381	uc010fdg.3	ARHGAP25	NM_001007231	NM_001007231
ENST00000295381	uc010yql.2	ARHGAP25	NM_001166277	NM_001166277
ENST00000409030	uc002sew.3	ARHGAP25	NM_014882	NM_014882
ENST00000409220	uc002sex.3	ARHGAP25	NM_001166276	NM_001166276
ENST00000377938	uc002sfc.3	GKN1	NM_019617	NM_019617
ENST00000463335	uc002sfd.2	ANTXR1	NM_018153	NM_018153
